artist,asin,media,review_count,star_rating,title,year
Rush,B000001ESJ,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",2330,4.8,A Farewell to Kings,1997
Rage Against The Machine,B00015TTE2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette,MiniDisc",2178,4.8,Evil Empire,2011
AC/DC,B000024X9K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2192,4.8,"For Those About to Rock, We Salute You",1998
BABYMETAL,B01MRDHJ3P,"Vinyl,MP3 Music,Audio CD",2153,4.8,Metal Resistance,2017
Iron Maiden,B000006JPJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1936,4.8,Seventh Son Of A Seventh Son,1995
Megadeth,B000TVJEC0,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",1887,4.8,Peace Sells...But Who's Buying,2008
Rammstein,B0000057C5,"Audio CD,Audio CD",1925,4.8,Sehnsucht,1998
Rammstein,B000BK8FH4,"Audio CD,MP3 Music,Vinyl",1916,4.8,Rosenrot,2005
A Perfect Circle,B008HJZIZS,"MP3 Music,Audio CD",1887,4.8,Mer De Noms,2000
Rush,B000001ESL,"Audio CD,Vinyl,Audio, Cassette",1773,4.8,Hemispheres Remastered,1997
IRON MAIDEN,B08KGM48CJ,"Vinyl,Audio CD",1753,4.8,"Nights Of The Dead - Legacy Of The Beast, Live In Mexico City",2020
Rush,B0000794FS,"Audio CD,MP3 Music",1721,4.8,The Spirit Of Radio: Greatest Hits 1974-1987,2003
Korn,B00015U11M,"Audio CD,MP3 Music,Vinyl",1716,4.8,Untouchables,2015
Iron Maiden,B08PXB95YW,"Vinyl,Audio CD",1620,4.8,"Nights of the Dead,Legacy of the Beast:Live",2020
Incubus,B00005QZ9Z,"Audio CD,MP3 Music,Vinyl",1654,4.8,Morning View,2002
Mastodon,B001RP22G2,"Vinyl,Audio CD",1592,4.8,Crack the Skye,2009
Marilyn Manson,B00015TWI0,"Audio CD,MP3 Music,Vinyl",996,4.8,Holy Wood Censored Artwork,
Opeth,B000AADYYO,"Audio CD,MP3 Music,Vinyl",957,4.8,Ghost Reveries,2005
Killer Be Killed,B08QBPTB2N,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",941,4.8,Reluctant Hero,2021
Nightwish,B000WGX8OM,"Audio CD,MP3 Music,Vinyl",946,4.8,Century Child,2002
Alice In Chains,B00015TV3G,"Audio CD,MP3 Music,Audio CD",934,4.8,Alice in Chains Greatest Hits,
Death,B000003BX3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",930,4.8,Individual Thought Patterns,
Queensrÿche,B00009L1UP,"Audio CD,MP3 Music,Audio DVD,Audio, Cassette",909,4.8,Empire,2003
Volbeat,B08L3XC9T3,"Audio CD,MP3 Music,Vinyl",894,4.8,"Rewind,Replay,Rebound: Live in Deutschland",2020
Death,B000000H66,"Audio CD,MP3 Music,Vinyl",886,4.8,Symbolic,1995
Lamb of God,B07SFK7V4M,"Audio CD,MP3 Music,Vinyl",880,4.8,VII:Sturm und Drang,2015
Scar Symmetry,B00190KZBO,"Audio CD,MP3 Music",125,4.9,Holographic Universe,2008
ΤOOL,B000000992,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",4411,4.8,Undertow,1996
Rush,B000001ESH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",835,4.8,All The World's A Stage,1997
King Diamond,B000000H3M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",123,4.9,Dark Sides,1991
Gaerea,B09BY7XD8D,"Vinyl,MP3 Music,Audio CD",107,4.9,Limbo Ltd Clear & Black marbled,2021
Savatage,B000001C84,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",107,4.9,Dungeons Are Calling,1994
Landmvrks,B08MSGPTLT,"Vinyl,MP3 Music,Audio CD",104,4.9,Lost In The Waves,2021
ΤOOL,B00000099Y,"Audio CD,MP3 Music,Audio, Cassette",3953,4.8,Aenima,1996
Rush,B000001ESF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3721,4.8,2112,1997
Audioslave,B002E9HXIW,"Audio CD,MP3 Music,Vinyl",3858,4.8,Audioslave,2009
Alice In Chains,B000026EF7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3482,4.8,Facelift,1999
AC/DC,B000024ZVR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3424,4.8,Razors Edge,1998
Rush,B000001ESP,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3302,4.8,Moving Pictures,1997
Disturbed,B00004SDNE,"Audio CD,MP3 Music,Vinyl",1580,4.8,Sickness,2000
Rammstein,B00000K1GH,"Audio CD,MP3 Music,Audio, Cassette",825,4.8,Live Aus Berlin,1999
King Diamond,B000000H8J,"Audio CD,Vinyl,Audio, Cassette",811,4.8,Abigail,1987
Faith No More,B000024HFL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",798,4.8,King for a Day Fool for a Life,2015
Mudvayne,B00015TTOC,"Audio CD,MP3 Music",785,4.8,L.D.50,2014
Nightwish,B086CFT7M1,"Vinyl,Audio CD",782,4.8,Decades: Live In Buenos Aires Pink/Black Splatter,2020
Immortal,B00004WR8U,"Vinyl,MP3 Music,Audio CD",103,4.9,Damned in Black,2000
Cannibal Corpse,B09CH25B33,Vinyl,97,4.9,Butchered At Birth,2021
Rhapsody,B000067UO4,"Audio CD,MP3 Music,Vinyl",97,4.9,Power of the Dragonflame,2002
Oranssi Pazuzu,B084DGQMZW,"Audio CD,MP3 Music,Vinyl",90,4.9,Mestarin Kynsi,2020
Melvins,B00005AG58,"Audio CD,MP3 Music,Vinyl",89,4.9,Gluey Porch Treatments,2001
Grave Digger,B088N3TLL6,"Vinyl,Audio CD",80,4.9,Rheingold,2020
Grave Digger,B088N6739Y,"Audio CD,Vinyl",80,4.9,Rheingold,2020
Behemoth,B099C3FS6R,"Audio CD,MP3 Music,Vinyl",79,4.9,Sventevith Storming Near the Baltic,2021
Saga,B000001QIF,"Audio CD,Vinyl",72,4.9,In Transit,1989
System of a Down,B00005NSVU,"Audio CD,MP3 Music,Vinyl",3311,4.8,Toxicity,2001
Queens Of The Stone Age,B00006H674,"Audio CD,MP3 Music,Vinyl",2993,4.8,Songs for the Deaf,2002
Gojira,B08WQVXNXV,"Vinyl,MP3 Music,Audio CD",2888,4.8,Fortitude,2021
Iron Maiden,B000092IZZ,"Vinyl,Audio CD",2886,4.8,Somewhere in time 1986,
Megadeth,B0002EXH5O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2729,4.8,Rust In Peace,2004
Alice In Chains,B000007TV1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2807,4.8,Jar of Flies/Sap,
System of a Down,B0007YH6I8,"Audio CD,MP3 Music,Vinyl",2640,4.8,Mesmorize Australian,2005
Testament,B08KQSFZJ2,"Vinyl,MP3 Music,Audio CD",2611,4.8,Titans of Creation,2020
AC/DC,B005EDFTJK,"MP3 Music,Audio CD",2552,4.8,"AC/DC: Dirty Deeds Done Dirt Cheap (Custom Inner Sleeve Contains Lyrics, Photos) [Vinyl LP] [Stereo]",1976
Deftones,B00A44KDZY,"Vinyl,MP3 Music,Audio CD",1533,4.8,Koi No Yokan,2013
Opeth,B000FGGERM,"Audio CD,MP3 Music,Vinyl",1442,4.8,Blackwater Park,2011
Alice In Chains,B0000256C6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1425,4.8,Alice in Chains,
Aerosmith,B00004WOIT,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1389,4.8,Rocks,1976
Queensrÿche,B0000931QA,"Audio CD,Vinyl,Audio, Cassette",1359,4.8,Operation: Mindcrime,2003
Rush,B000001EST,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",1329,4.8,Signals Remastered,1997
Liquid Tension Experiment,B08TQ4769H,"Audio CD,MP3 Music,Vinyl",1316,4.8,LTE3,2021
Rammstein,B00000I68C,"Audio Cassette,MP3 Music,Audio CD",74,5,Herzeleid,1998
Linkin Park,B00008K9Z5,"Audio CD,MP3 Music,Vinyl",5205,4.8,Meteora,2005
ΤOOL,B000EULJLU,"Audio CD,MP3 Music",4538,4.8,10.000 Days,2006
Saxon,B09K6XNRB5,"Audio CD,Vinyl",1295,4.8,Carpe Diem,2022
Rammstein,B0002XDODU,"Audio CD,MP3 Music,Vinyl",1273,4.8,"Reise, Reise",2004
Rush,B000001ESB,"Audio CD,MP3 Music,Vinyl,Blu-ray Audio,Audio, Cassette",1267,4.8,Fly By Night Remastered,1997
MF Doom,B07DVQZVBS,"Vinyl,MP3 Music,Audio CD",1264,4.8,MM..Food Exclusive Green And White Color Vinyl,
TOOL,B09S61YPW6,Blu-ray,1239,4.8,Opiate²,
Rammstein,B002P7UCMC,"Audio CD,MP3 Music,Vinyl",1226,4.8,Liebe Ist Für Alle Da Dlx Dig,2009
Rush,B000001ESX,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1163,4.8,Power Windows Remastered,1997
Rammstein,B000003RCY,Audio CD,1153,4.8,Herzeleid,1996
Rammstein,B00005AAFS,"Audio CD,MP3 Music,Vinyl",2883,4.9,Mutter,2001
Rush,B000001ESN,"Audio CD,MP3 Music,Vinyl",1393,4.9,Permanent Waves,1997
Sepultura,B000000H3Z,"Audio CD,MP3 Music,Vinyl",1169,4.9,Beneath the Remains,1997
Death,B00000C2IF,"Audio CD,MP3 Music,Vinyl",1159,4.8,The Sound of Perseverance,1998
Death,B000AAVEI2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1087,4.9,Leprosy,1999
Death,B000003C2U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",969,4.9,Human,1991
Pantera,B08HQ6CZ8H,Audio CD,589,4.9,Reinventing the Steel,2020
King Diamond,B000000H48,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",379,4.9,Conspiracy,1997
Villagers of Ioannina City,B084DGFQ56,"Vinyl,MP3 Music,Audio CD",304,4.9,Age of Aquarius,2022
Archspire,B09BY2861M,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",290,4.9,Bleed the Future,2021
O'Reillys & The Paddyhats,B084Z4FZP2,"Audio CD,MP3 Music,Vinyl",224,4.9,Dogs On The Leash,2020
Polaris,B082PRBMFY,"Audio CD,MP3 Music,Vinyl",166,4.9,The Death Of Me,2020
Rush,B000001ESD,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1136,4.8,Caress Of Steel Remastered,1997
Three Days Grace,B002USOW86,"Audio CD,MP3 Music,Vinyl",1141,4.8,Life Starts Now,2009
Korn,B00004UISQ,"Audio CD,MP3 Music,Vinyl",1156,4.8,Life Is Peachy,2011
Nightwish,B00024BHT2,"Vinyl,Audio CD",1119,4.8,Once,2013
Paradise Lost,B0863VQ2HH,"Audio CD,MP3 Music,Vinyl",1111,4.8,Obsidian,2020
Epica,B08KQCJB48,"Audio CD,MP3 Music,Vinyl",1106,4.8,Omega Lim. 48p Earbook acoustic orchestral instrumental,2021
Faith No More,B000024HJV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1089,4.8,Angel Dust,2010
Dream Theater,B08JLXYLBR,"Audio CD,Vinyl",1063,4.8,Distant Memories - Live in London 2 in Slipcase,2020
Helloween,B000GG4XCY,"Audio CD,Audio CD",1062,4.8,"Keeper of the Seven Keys, Pt. I",2006
Lorna Shore,B096TN98RV,"Vinyl,MP3 Music,Audio CD",153,4.9,...And I Return To Nothingness - EP,2021
Meshuggah,B0002JEO74,"Audio CD,Vinyl",150,4.9,I,2004
The Devil Wears Prada,B098GSYZC5,"Vinyl,MP3 Music,Audio CD",140,4.9,ZII,2022
Helloween,B00349GB3O,"MP3 Music,Vinyl",126,4.9,Helloween,1985
Rush,B000001ESR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1041,4.8,Exit...Stage Left Remastered,1997
Megadeth,B0002EXH40,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1048,4.8,Youthanasia,2004
Spiritbox,B096TJMSCV,"Vinyl,MP3 Music,Audio CD",1047,4.8,Eternal Blue,2021
Rammstein,B002P3J3JY,Audio CD,1024,4.8,Liebe Ist Fuer Alle Da,2009
Rush,B000001ES9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",997,4.8,Rush Remastered,1997
Rush,B000001ESV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",991,4.8,Grace Under Pressure remastered,1997
Sepultura,B000000H3W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1997
The Mars Volta,B00009V7T2,"Audio CD,MP3 Music,Vinyl",749,4.8,De-Loused In The Comatorium,2003
Queensrÿche,B0000931Q7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",737,4.8,Rage for Order,2003
Opeth,B000FGGERC,"Audio CD,MP3 Music,Vinyl",734,4.8,Damnation,2011
Incubus,B000160Z0I,"Audio CD,MP3 Music,Vinyl",736,4.8,A Crow Left of the Murder...,2004
Savatage,B000002ILK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",718,4.8,Hall Of The Mountain King,1988
Fates Warning,B08GPK7VTT,"Audio CD,MP3 Music,Vinyl",704,4.8,Long Day Good Night,2020
Killswitch Engage,B0001Z2TJY,"Audio CD,MP3 Music",689,4.8,The End of Heartache,2004
ビースト・イン・ブラック,B08SGYGP3Q,"Vinyl,MP3 Music,Audio CD",657,4.8,From Hell with Love Blue in Yellow Swirl,2021
Incubus,B00002MVD2,"Audio CD,MP3 Music,Vinyl",656,4.8,S.C.I.E.N.C.E.,1997
Haken,B086PNTJRV,"Audio CD,MP3 Music,Vinyl",634,4.8,Virus Standard Jewelcase,2020
Carcass,B08X6C6Z5B,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",626,4.8,Heartwork,2021
Helloween,B000002WCJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",594,4.8,Keeper Of The Seven Keys Part 2,1988
Savatage,B000002IS7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",588,4.8,Streets: A Rock Opera,1991
Queensrÿche,B0000931Q3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",578,4.8,The Warning,2003
Stone Sour,B00015U1M6,"Audio CD,MP3 Music",570,4.8,Stone Sour -13tr-,2002
Rammstein,B00016MT6Q,DVD,550,4.8,Rammstein - Lichtspielhaus,
Rammstein,B0000YWHOI,DVD,550,4.8,Lichtspielhaus,
Faith No More,B000006TEU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",547,4.8,Album of the Year,1997
Opeth,B000FGGETU,"Audio CD,MP3 Music,Vinyl",542,4.8,Deliverance,2011
Polyphia,B07H649VL2,"Audio CD,MP3 Music,Vinyl",530,4.8,New Levels New Devils,2018
Benediction,B08DSX914X,Audio CD,522,4.8,Scriptures,2020
Amorphis,B07D4ZLG95,"Audio CD,Vinyl",512,4.8,Queen Of Time,2022
Meshuggah,B0012E6R3M,"Audio CD,MP3 Music,Vinyl",503,4.8,Obzen,2008
Savatage,B000002IOH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",509,4.8,Gutter Ballet,1990
Killswitch Engage,B000065894,"Audio CD,MP3 Music,Vinyl",493,4.8,Alive or Just Breathing,2002
Dream Theater,B08JVLBW2Z,"Audio CD,MP3 Music,Vinyl",498,4.8,Distant Memories - Live in London Multibox,2020
Stormkeep,B09FTFD59P,"Audio CD,MP3 Music,Vinyl",62,4.9,Tales Of Othertime,2022
Papa Roach,B08MRR7NHX,"Vinyl,MP3 Music,Audio CD",468,4.8,Greatest Hits Vol. 2 The Better Noise Years Triple US Version,2021
Queensrÿche,B0000931Q0,"Audio CD,MP3 Music,Vinyl",463,4.8,Queensryche,2003
Periphery,B09K1T8Y2G,"Audio CD,MP3 Music,Vinyl",461,4.8,Periphery IV: HAIL STAN,2021
Amaranthe,B08LRHH887,"Vinyl,MP3 Music,Audio CD",454,4.8,Manifest,2020
In Flames,B089TV179C,"Audio CD,MP3 Music,Vinyl",449,4.8,Clayman,2020
Bad Omens,B09WJF26N1,"Vinyl,MP3 Music",444,4.8,THE DEATH OF PEACE OF MIND,2022
Savatage,B003BNA9S6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",426,4.8,"Savatage, Edge of Thorns",2011
Children of Bodom,B001DR9TN8,"Audio CD,Audio CD",422,4.8,Hate Crew Deathroll,2008
Darkthrone,B092469QCM,"Audio CD,MP3 Music,Vinyl",416,4.8,Old Star,2021
Hypocrisy,B09PVN1WPZ,"Vinyl,MP3 Music,Audio CD",415,4.8,Worship Purple White & Black Splatter,2022
Killer Be Killed,B08PJDVJ8K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",401,4.8,Killer Be Killed,2021
Slipknot,B09YMP65S4,Vinyl,395,4.8,Vol. 3 The Subliminal Verses Violet,2022
In Flames,B0007Q6Q32,"DVD,Audio CD",385,4.8,Soundtrack to Your Escape,
Sepultura,B000000H3X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",384,4.8,Schizophrenia,1997
Halford,B099BZWYHY,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",375,4.8,Resurrection,2022
Whitechapel,B09F1CV4XM,"Audio CD,MP3 Music,Vinyl",372,4.8,Kin,2021
Fear Factory,B000000H64,"Audio CD,MP3 Music,Audio, Cassette",366,4.8,Demanufacture,1995
Rammstein,B000IY042C,Audio CD,362,4.8,Volkerball,2007
Rammstein,B000JLPMEE,DVD,360,4.8,Volkerball (Special Edition),
Rammstein,B000IY041S,DVD,360,4.8,Rammstein: Volkerball,
Riot,B00000HZHO,"Audio CD,MP3 Music,Vinyl",360,4.8,Fire Down Under,1999
Rammstein,B000IY042M,DVD,360,4.8,Volkerball,
Rammstein,B000KRN2I0,"DVD,DVD",360,4.8,Rammstein: Volkerball,
King Diamond,B000000H7X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",359,4.8,The Eye,1991
Demons & Wizards,B0009UC7UM,"Audio CD,MP3 Music,Vinyl",358,4.8,Touched By the Crimson King,2005
Slayer,B09F1G43B1,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",354,4.8,Hell Awaits,2021
Savatage,B003KN2HVY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",348,4.8,Power of the Night,2011
Between the Buried and Me,B097F12WNT,"Vinyl,MP3 Music,Audio CD",348,4.8,Colors II,2021
Between the Buried and Me,B089M2CY1D,"Vinyl,MP3 Music",59,4.9,The Silent Circus 2020 Remix,2020
Opeth,B00004YYWI,"Audio CD,MP3 Music,Vinyl",342,4.8,Orchid,2000
Savatage,B000006E4T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",333,4.8,Wake of Magellan,1998
Death,B09FTK4HTP,"Audio, Cassette,Audio CD,Vinyl",332,4.8,Human,2021
Katatonia,B000MM1FS2,"Audio CD,MP3 Music,Vinyl",330,4.8,Great Cold Distance,2007
Baroness,B000TXG3YA,"Audio CD,MP3 Music,Vinyl",330,4.8,Red Album,2007
Liquid Tension Experiment,B00000J7UT,"Audio CD,MP3 Music,Vinyl",331,4.8,Liquid Tension Experiment 2,2014
Burning Witches,B08GDK9L2N,"Audio CD,MP3 Music,Vinyl",325,4.8,Hexenhammer,2020
Control Denied,B00002EPMF,"Audio CD,MP3 Music,Vinyl",325,4.8,Fragile Art of Existence,1999
Majestica,B08LGNFPFV,"Audio CD,MP3 Music",316,4.8,A Christmas Carol,2020
Ray Alder,B08LNFVN6P,"Audio CD,MP3 Music,Vinyl",314,4.8,What The Water Wants,2020
Opeth,B00004YYWK,"Audio CD,MP3 Music,Vinyl",305,4.8,My Arms Your Hearse,2000
Nightwish,B07M5XFWSK,"Vinyl,Audio CD",299,4.8,Once,2019
Kamelot,B0007OASII,"Audio CD,MP3 Music,Vinyl",296,4.8,Black Halo,2005
Orden Ogan,B0849YXCTY,"Audio CD,MP3 Music,Vinyl",296,4.8,Final Days,2021
Cannibal Corpse,B09CKHXJGL,"Vinyl,MP3 Music,Audio CD",293,4.8,Eaten Back To Life,2021
Narnia,B07R76K4PY,"Vinyl,MP3 Music,Audio CD",57,4.9,From Darkness To Light,2019
Devin Townsend Project,B07C5HMXXG,Audio CD,288,4.8,Ocean Machine - Live at the Ancient Roman Theatre Plovdiv,2018
Voivod,B003YCM2G6,"MP3 Music,Audio CD",282,4.8,Dimension Hatross,
Rush,B00000DGV2,"Audio CD,MP3 Music",281,4.8,Different Stages,1998
Slayer,B09F1FWT6G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",274,4.8,Show No Mercy,2021
Possessed,B07PRZJ3TB,"Vinyl,Audio CD",274,4.8,Revelations Of Oblivion Revelations Of Oblivion,2019
Windir,B08Z342X1P,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",56,4.9,Likferd Ltd Ed,2021
Onslaught,B088JHMP55,"Audio CD,MP3 Music,Vinyl",266,4.8,Generation Antichrist,2020
Meshuggah,B0008GGOBA,"Audio CD,Vinyl",264,4.8,Catch Thirty Three Slipcase,2012
Primus,B000024AHV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",262,4.8,Suck on This,2000
Jinjer,B08JRGP5SN,"Vinyl,Audio CD,Vinyl",262,4.8,Alive in Melbourne 2020,2020
Slayer,B09F16Q89T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",259,4.8,Live Undead,2021
Dream Theater,B08JV9JX8K,"Audio CD,Vinyl",259,4.8,Distant Memories - Live in London Ltd. Deluxe 2 2DVDArtbook,2020
Behemoth,B0915N27VF,"Vinyl,MP3 Music,Audio CD",256,4.8,Evangelion,2021
In Flames,B00004TS8G,"Audio CD,MP3 Music,Vinyl",255,4.8,Clayman,2000
Gamma Ray,B0000563VK,"Audio CD,MP3 Music,Vinyl",252,4.8,Land of Free Limited,
Kreator,B09LRB1NDM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",252,4.8,Violent Revolution,2022
Evergrey,B07KBRCL2Y,"Audio CD,Vinyl",249,4.8,The Atlantic,2019
Amorphis,B000058A1I,"Audio CD,MP3 Music,Vinyl",248,4.8,Tales From The Thousand Lakes,2005
Stratovarius,B00000DCJT,"Audio CD,MP3 Music,Vinyl",246,4.8,Destiny,1999
Devin Townsend,B00354MFBA,"Audio CD,MP3 Music,Vinyl",241,4.8,Ocean Machine,2010
Helloween,B09RQ4B5ZD,"Vinyl,MP3 Music,Audio CD",241,4.8,The Dark Ride,2022
Children of Bodom,B00190KZCS,"Audio CD,MP3 Music,Vinyl",237,4.8,CHILDREN OF BODOM HATEBREEDER,2009
Rammstein,B000JKA0B0,Audio CD,229,4.8,Volkerball,2007
Rivers of Nihil,B09BCPDN8C,"Audio CD,MP3 Music,Vinyl",230,4.8,The Work,2021
King's X,B000002IOG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",222,4.8,Gretchen Goes To Nebraska,1989
Mgla,B07XQRHW6Y,"Audio CD,MP3 Music,Vinyl",219,4.8,Age Of Excuse,2019
Ayreon,B0001YNK70,"Audio CD,MP3 Music",215,4.8,The Human Equation,2004
Currents,B087LB33KT,"Audio CD,MP3 Music,Vinyl",215,4.8,The Way It Ends,2020
Poets of the Fall,B003O8FXGQ,"Audio CD,MP3 Music",53,4.9,Twilight Theater,2010
Between the Buried and Me,B07D55HVJN,"Audio CD,MP3 Music,Vinyl",207,4.8,Automata II,2018
Blind Guardian,B00005V2UF,"Audio CD,MP3 Music,Vinyl",204,4.8,Imaginations From Other Side,2002
Epica,B000B5XSTO,"Audio CD,MP3 Music,Vinyl",200,4.8,Consign to Oblivion,2005
Novelists Fr,B081KQZFR5,"Audio CD,MP3 Music,Vinyl",52,4.9,C'est La Vie,2020
Haken,B07BZB8SH1,"Audio CD,MP3 Music,Vinyl",195,4.8,L-1VE,2018
Fit for an Autopsy,B09H3CNXZG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",194,4.8,Oh What The Future Holds,2022
Killswitch Engage,B00005Y7LP,"Audio CD,MP3 Music,Vinyl",193,4.8,Killswitch Engage,2000
Avantasia,B000267THY,"Audio CD,MP3 Music,Vinyl",192,4.8,Metal Opera Part II,2012
Tallah,B0874N6FH1,"Audio CD,MP3 Music,Vinyl",189,4.8,Matriphagy,2020
King Diamond,B000000H4A,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",185,4.8,Fatal Portrait,1997
King's X,B000002IXM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",184,4.8,Dogman,2012
Katatonia,B0006NCWH0,"Audio CD,MP3 Music,Vinyl",183,4.8,Viva Emptiness,2005
Pain Of Salvation,B000063CMK,"Audio CD,Vinyl",182,4.8,Remedy Lane,2012
Katatonia,B000IHYTRK,"Audio CD,MP3 Music,Vinyl",178,4.8,Brave Murder Day,2017
Armored Saint,B09DMRFD2Q,"Audio CD,MP3 Music,Vinyl",177,4.8,Symbol of Salvation: Live,2021
Black Sabbath,B091WM9H96,"Audio CD,Vinyl",177,4.8,Sabotage Super Deluxe,2021
Týr,B0021UDJN2,"Audio CD,MP3 Music",174,4.8,By The Light Of The Northern Star,2022
Evergrey,B07KM16SFK,"Vinyl,Audio CD",50,4.9,In Search of Truth Remasters Edition,2019
Devin Townsend,B000P2A4FY,Audio CD,50,4.9,Ziltoid The Omniscient,2012
Monolord,B09FS2YN3J,"Audio CD,MP3 Music,Vinyl",172,4.8,Your Time To Shine,2021
Vltimas,B07MCDXW1T,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",172,4.8,Something Wicked Marches In,2019
Leprous,B087L6RQHW,"Vinyl,MP3 Music,Audio CD",172,4.8,Coal 2020 Black,2020
Kreator,B082PR8W4B,"Audio CD,Vinyl",172,4.8,London Apocalypticon - Live at the Roundhouse,2020
Devin Townsend,B00354MFAG,"Audio CD,MP3 Music",171,4.8,Accelerated Evolution,2010
Katatonia,B0013HDJ98,"Vinyl,MP3 Music,Audio CD",169,4.8,Last Fair Deal Gone Down,2017
Voivod,B00000DWD1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",169,4.8,Angel Rat,1991
Amorphis,B07WPX4DRZ,"Vinyl,Audio CD",166,4.8,Skyforger 140gm Black,2019
Emma Ruth Rundle & Thou,B08FWMNS1G,"Audio CD,MP3 Music,Vinyl",166,4.8,May Our Chambers Be Full,2020
Crimson Glory,B00000E7GY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",165,4.8,Transcendence,2001
Borknagar,B09GKWJ2Z5,"Audio CD,MP3 Music",49,4.9,Borknagar 25th Anniversary 2021,2021
Korpiklaani,B08P1H49Z2,"Audio CD,MP3 Music,Vinyl",157,4.8,Jylha,2021
King's X,B000002ITI,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",156,4.8,King's X,1992
Blind Guardian,B0006Z3DEO,"Audio CD,MP3 Music,Vinyl",156,4.8,Forgotten Tales,2005
Dream Theater,B000G7PMD2,"Audio CD,MP3 Music",154,4.8,Score: 20th Anniversary World Tour - Live With The Octavarium Orchestra,2006
Kreator,B000H9HXBS,"Audio CD,MP3 Music,Audio CD,Vinyl",154,4.8,Terrible Certainty,2006
Coroner,B00008OM6W,"Audio CD,MP3 Music,Vinyl",154,4.8,No More Color,2003
,6301910400,"VHS Tape,MP3 Music,Audio CD,Vinyl",154,4.8,Coroner - 1990 No More Color Tour Live in East Berlin,
Cynic,B0002ZYDXS,"Audio CD,MP3 Music,Vinyl",151,4.8,Focus,2004
King's X,B000002J92,"Audio CD,MP3 Music,Vinyl",152,4.8,Ear Candy,1996
Rhapsody,B00002S839,"Audio CD,Audio CD",150,4.8,Symphony of Enchanted Lands,1999
Labyrinth,B000009QMF,"Audio CD,MP3 Music,Vinyl",47,4.9,Return to Heaven Denied,1998
