artist,asin,media,review_count,star_rating,title,year,
Motörhead,B0002SG3QA,"Audio CD,MP3 Music,Vinyl",669,4.8,Orgasmatron,2008,
Elliott Smith,B007O5DQLE,"MP3 Music,Audio CD",671,4.8,Either / Or,,
Trivium,B001CIPU3G,"Audio CD,MP3 Music,Vinyl",667,4.8,Shogun,2008,
Corrosion Of Conformity,B000002AOJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",625,4.8,Deliverance,1994,
Carcass,B006MQKXO4,"MP3 Music,Audio CD",626,4.8,Heartwork,1993,
Annihilator,B0000248L1,"Audio CD,MP3 Music,Vinyl",622,4.8,Alice In Hell,2001,
Pantera,B000002HQ7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",621,4.8,Official Live: 101 Proof,1997,
Suicidal Tendencies,B00006BTB1,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",611,4.8,Suicidal Tendencies,1993,
Five Finger Death Punch,B000URDE6K,"Audio CD,MP3 Music,Vinyl",610,4.8,The Way Of The Fist,2007,
Bullet for My Valentine,B000E0WJIC,"Audio CD,MP3 Music",601,4.8,The Poison,2006,
Cattle Decapitation,B07XV92X93,"Vinyl,MP3 Music,Audio CD",603,4.8,Death Atlas,2019,
Helloween,B000002WCJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",594,4.8,Keeper Of The Seven Keys Part 2,1988,
Morbid Angel,B00001R3CB,"Audio CD,MP3 Music,Vinyl",593,4.8,Alters of Madness,,
Motörhead,B0002SG3QK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",582,4.8,Rock N Roll,2008,
Motörhead,B00004T98B,"Audio CD,MP3 Music,Vinyl",572,4.8,We Are Motorhead,2000,
Lamb of God,B006RE76KA,"MP3 Music,Audio CD",570,4.8,As The Palaces Burn (Picture Disc),2004,
Parkway Drive,B000VFGQ0W,"Audio CD,MP3 Music,Vinyl",466,4.8,Horizons,2007,
Death,B000000H66,"Audio CD,MP3 Music,Vinyl",886,4.8,Symbolic,1995,
Celtic Frost,B00000897X,"Audio CD,MP3 Music,Vinyl",471,4.8,Morbid Tales,2010,
Over Kill,B000002IOY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",464,4.8,The Years of Decay,1989,
Motörhead,B00005NQIG,"Audio CD,MP3 Music,Vinyl,Audio DVD",459,4.8,Overkill,2001,
Testament,B000002IKR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",456,4.8,The Legacy,1990,
King Diamond,B0050Z3LEC,"DVD-ROM,MP3 Music,Audio CD,Vinyl",455,4.8,Them (Picture Disc),1988,
Ramones,B0043SM2DI,"MP3 Music,Audio CD",454,4.8,Leave Home (Picture Disc),1977,
Motörhead,B000294SFW,"Audio CD,MP3 Music,Vinyl",452,4.8,Inferno,2004,
Morbid Angel,B002NULKYK,"Audio CD,MP3 Music,Vinyl",449,4.8,Blessed Are the Sick,2009,
Slayer,B000062YAY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",432,4.8,Live - Decade Of Aggression,2002,
Suicidal Tendencies,B000026DRA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",431,4.8,Lights Camera Revolution,1990,
At The Gates,B006OWAN8M,"MP3 Music,Audio CD",429,4.8,Slaughter Of The Soul (Picture Disc),2006,
Between the Buried and Me,B0001MXNHY,"Audio CD,MP3 Music",66,4.9,Between the Buried and Me,2004,
Motörhead,B00005NHO2,"Audio CD,Audio CD",821,4.8,Ace Of Spades,2001,
King Diamond,B000000H8J,"Audio CD,Vinyl,Audio, Cassette",811,4.8,Abigail,1987,
Motörhead,B0012GMXLU,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",795,4.8,1916,2008,
Sepultura,B000000H3W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1997,
Motörhead,B0002SG3RO,"Audio CD,MP3 Music,Vinyl",770,4.8,No Sleep Til Hammersmith,2010,
Stormtroopers of Death (S.O.D.),B0002ABT9Y,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",742,4.8,Speak English or Die,2005,
Opeth,B006N5AOVG,"MP3 Music,Audio CD",734,4.8,Damnation,2003,
Sepultura,B0000248K7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",723,4.8,Chaos Ad,2008,
Slayer,B000008KTA,"Audio CD,Vinyl",698,4.8,Show No Mercy,1993,
Killswitch Engage,B0001Z2TJY,"Audio CD,MP3 Music",689,4.8,The End of Heartache,2004,
Metal Church,B000002H3J,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",424,4.8,Metal Church,1990,
Testament,B000002IMG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",424,4.8,The New Order,1990,
Fight,B0012GMXTC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",414,4.8,War Of Words,2008,
Mercyful Fate,B000000H42,"Audio CD,MP3 Music,Vinyl",678,4.8,Don't Break the Oath,1997,
Slayer,B000001C6K,"Audio CD,Vinyl,Audio, Cassette",677,4.8,Hell Awaits,1994,
Overkill,B07NRTDS7S,"Audio CD,MP3 Music,Vinyl",678,4.8,Wings Of War,2019,
Ministry,B006NTPEXA,"MP3 Music,Audio CD",680,4.8,Psalm 69,1992,
Kreator,B00008FRQS,"Audio Cassette,MP3 Music,Audio CD,Vinyl",415,4.8,Extreme Aggression,,
Motörhead,B00024I0LU,"Audio CD,MP3 Music,Vinyl",1451,4.8,Ace Of Spades,2004,
Opeth,B00CGTPQPC,"MP3 Music,Audio CD",1442,4.8,Blackwater Park,2001,
Alice In Chains,B004XSBQIA,"MP3 Music,Audio CD",1425,4.8,Alice In Chains,,
Five Finger Death Punch,B002IC1RR8,"Audio CD,MP3 Music,Vinyl",1392,4.8,War Is the Answer,2009,
Suffocation,B07KH1TNPM,"Vinyl,MP3 Music,Audio CD",68,4.9,Despise The Sun,2019,
Slayer,B000062YB1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1217,4.8,Seasons In The Abyss,2002,
Death,B00000C2IF,"Audio CD,MP3 Music,Vinyl",1159,4.8,The Sound of Perseverance,1998,
Korn,B006MI5ETG,"MP3 Music,Audio CD",1156,4.8,Life Is Peachy,1996,
Faith No More,B006NOVT9I,"MP3 Music,Audio CD",1089,4.8,Angel Dust,1992,
Motörhead,B00024I0LA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1057,4.8,Overkill,2004,
Helloween,B000GG4XCY,"Audio CD,Audio CD",1062,4.8,"Keeper of the Seven Keys, Pt. I",2006,
Megadeth,B0002EXH40,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1048,4.8,Youthanasia,2004,
Pantera,B000002JR8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",972,4.8,Far Beyond Driven,1994,
Deftones,B008G7QHEW,"MP3 Music,Audio CD",953,4.8,Adrenaline (Picture Disc),1995,
Pantera,B000002HLY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",938,4.8,The Great Southern Trendkill,1996,
Death,B000003BX3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",930,4.8,Individual Thought Patterns,,
Sepultura,B000000H3Z,"Audio CD,MP3 Music,Vinyl",1169,4.9,Beneath the Remains,1997,
Death,B000003C5C,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1087,4.9,Leprosy,1991,
Death,B000003C4X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1054,4.9,Scream Bloody Gore,1991,
Death,B000003C2S,"Audio CD,MP3 Music,Vinyl",1035,4.9,Spiritual Healing,1990,
Death,B000003C2U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",969,4.9,Human,1991,
Slayer,B000062YB3,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",924,4.9,South Of Heaven,2002,
Mercyful Fate,B000000H43,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",512,4.9,Melissa,1997,
King Diamond,B000000H48,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",379,4.9,Conspiracy,1997,
Death,B000LICRNO,"Audio CD,MP3 Music,Audio CD,Vinyl,Audio, Cassette",261,4.9,The Sound of Perseverance [Japan Import] +1 Bonus Track,1998,
Meshuggah,B07LDNGY42,Vinyl,53,5,Catch Thirtythree,2019,
Motörhead,B000A14OI8,"Audio CD,MP3 Music",136,4.9,BBC Live & in Session,2008,
Helloween,B00349GB3O,"MP3 Music,Vinyl",126,4.9,Helloween,1985,
King Diamond,B000000H3M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",123,4.9,Dark Sides,1991,
Katatonia,B073RB1BG5,"Audio CD,MP3 Music,Vinyl",113,4.9,Sanctitude,2017,
Immortal,B006Q3I26O,"MP3 Music,Audio CD",103,4.9,Damned In Black (Picture Disc),2000,
Rhapsody,B004ZPHN10,"MP3 Music,Audio CD",97,4.9,Power Of The Dragonflame (Picture Disc Set),2002,
Bruce Dickinson,B008HWBGVU,"MP3 Music,Audio CD",566,4.8,Accident Of Birth,1997,
Motörhead,B07MHQ5FK5,"Audio CD,MP3 Music,Vinyl",542,4.8,Kiss of Death,2019,
Megadeth,B07BYWG7RN,"Audio CD,MP3 Music,Vinyl",541,4.8,Killing Is My Business...And Business Is Good - The Final Kill,2018,
Darkthrone,B006PNUST4,"MP3 Music,Audio CD",541,4.8,Transilvanian Hunger,2002,
Anthrax,B000001FYN,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",533,4.8,Persistence Of Time,1990,
Libera,B001IZID46,"Audio CD,MP3 Music",539,4.8,Eternal: The Best of Libera,", et al.",
Darkthrone,B006PN8S7S,"MP3 Music,Audio CD",522,4.8,A Blaze In The Northern Sky,1992,
Pantera,B0000CE9VW,Audio CD,521,4.8,Reinventing Hell - Best Of Pantera,2008,
Death Angel,B07NKVW2S9,"Vinyl,MP3 Music,Audio CD",511,4.8,Humanicide Double,2019,
Meshuggah,B07LD2FRL7,"Vinyl,MP3 Music,Audio CD",503,4.8,Obzen,2019,
Killswitch Engage,B000065894,"Audio CD,MP3 Music,Vinyl",493,4.8,Alive or Just Breathing,2002,
Exodus,B00014AQ3G,"Audio CD,MP3 Music,Vinyl",484,4.8,Tempo of the Damned,2012,
Motörhead,B000024HF6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",481,4.8,Sacrifice,2010,
Motörhead,B0000072DT,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",484,4.8,Overnight Sensation,2010,
Flotsam & Jetsam,B091WJHFYR,"Vinyl,MP3 Music,Audio CD",480,4.8,Blood in the Water Iex,2021,
Papa Roach,B08MRQTBXD,"Audio CD,MP3 Music,Vinyl",468,4.8,Greatest Hits Vol. 2 The Better Noise Years,2021,
Metallica,B00005ATQM,"Audio DVD,MP3 Music,Audio CD,Vinyl,Audio, Cassette",3216,4.8,Metallica,2001,
Metallica,B000002H6C,"Audio CD,Audio CD",3163,4.8,...And Justice For All,1988,
Slipknot,B006NBYJWU,"MP3 Music,Audio CD",3213,4.8,Slipknot (Picture Disc),1999,
Iron Maiden,B006AMXQ62,"MP3 Music,Audio CD",3166,4.8,Powerslave (Original Picture Disc),1984,
Megadeth,B0002EXH5O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2729,4.8,Rust In Peace,2004,
Alice In Chains,B004XTTZ0A,"MP3 Music,Audio CD",2807,4.8,Jar Of Flies (Original Vinyl),1993,
Slayer,B000062YAZ,"Audio CD,MP3 Music,Vinyl",2698,4.8,Reign In Blood,2002,
Iron Maiden,B006AMDID8,"MP3 Music,Audio CD",2426,4.8,Piece Of Mind (Picture Disc),,
Metallica,B000002HRF,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",2225,4.8,Re-Load,1997,
Megadeth,B000TVJEC0,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",1887,4.8,Peace Sells...But Who's Buying,2008,
Pantera,B000002JOH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1874,4.8,Vulgar Display of Power,1992,
Mastodon,B001RP22G2,"Vinyl,Audio CD",1592,4.8,Crack the Skye,2009,
Dio,B006QH52MW,"MP3 Music,Audio CD",1607,4.8,Holy Diver,1983,
Disturbed,B004WM6ODO,"MP3 Music,Audio CD",1580,4.8,The Sickness (Picture Disc),2000,
Metallica,B001O0TX12,"Vinyl,MP3 Music,Audio CD",1513,4.8,Metallica,2009,
Megadeth,B0002EXH4K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1478,4.8,Countdown to Extinction,2004,
Cro-Mags,B000008EOX,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",95,4.9,Age of Quarrel,1994,
Wrathchild America,B000008MGW,"Audio CD,MP3 Music,Audio, Cassette",90,4.9,Climbin' the Walls,1990,
Nile,B0081N9T4G,"MP3 Music,Audio CD",90,4.9,Ithyphallic,2007,
D.R.I.,B0000017C6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",88,4.9,Definition,2005,
Miss May I,B0028ERC1G,"Audio CD,MP3 Music,Vinyl",84,4.9,Apologies Are For The Weak,2009,
Morbid Saint,B092P78NXT,"Vinyl,MP3 Music,Audio CD",82,4.9,Spectrum Of Death Bone,2021,
D.R.I.,B00000DTNF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",78,4.9,Four of a Kind,,
Crowbar,B00005NDXW,"Audio CD,MP3 Music,Vinyl",78,4.9,Sonic Excess In Its Purest Form,2009,
Pearl Jam,B00445RBJ0,"MP3 Music,Audio CD",8596,4.8,Ten (Picture Disc),1992,
Metallica,B000002H34,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",7714,4.8,Master of Puppets,1990,
Metallica,B000002H2I,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",7502,4.8,Ride the Lightning,1990,
Black Sabbath,B006NB4JJ8,"MP3 Music,Audio CD",5535,4.8,Paranoid (Original Edition),1970,
Metallica,B000002H5E,"Audio CD,Audio CD",5047,4.8,Kill Em All,1995,
Alice In Chains,B004XSB7T8,"MP3 Music,Audio CD",4176,4.8,Dirt (Original Edition),1992,
Red Hot Chili Peppers,B0000C1733,"Audio CD,Vinyl",3798,4.8,Rhcp - Greatest Hits,2003,
Alice In Chains,B004XSB4QO,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3482,4.8,Facelift,1990,
Bolt Thrower,B0000247XA,"Audio CD,MP3 Music,Vinyl",411,4.8,4th Crusade,2008,
Motörhead,B00005NHO1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",410,4.8,No Remorse,2001,
Dimmu Borgir,B006PV2KHE,"MP3 Music,Audio CD",412,4.8,Enthrone Darkness Triumphant (Original Edition),1997,
Testament,B000002IOJ,"Audio CD,MP3 Music,Audio, Cassette",398,4.8,Practice What You Preach,1989,
Suicidal Tendencies,B000025JTC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",392,4.8,How Will I Laugh,2012,
Exodus,B09MPZWPBW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",389,4.8,Persona Non Grata,2021,
Testament,B000002J0G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",386,4.8,Low,1994,
Sepultura,B000000H3X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",384,4.8,Schizophrenia,1997,
Warbringer,B0011WMHZ2,"Audio CD,MP3 Music,Vinyl",60,4.9,War Without End,2012,
Meshuggah,B07LDFL36X,"Vinyl,Audio CD",378,4.8,Koloss,2019,
Candlemass,B006P7FDFY,"MP3 Music,Audio CD",375,4.8,Epicus Doomicus Metallicus (Original Edition),1986,
Fear Factory,B000000H64,"Audio CD,MP3 Music,Audio, Cassette",366,4.8,Demanufacture,1995,
Kreator,B000007UPP,"Audio CD,MP3 Music,Vinyl",369,4.8,Pleasure To Kill,2010,
Kreator,B08P1H4NXT,"Vinyl,MP3 Music,Audio CD",367,4.8,Under the Guillotine,2021,
Darkthrone,B006PO691E,"Audio CD,MP3 Music,Audio CD,Vinyl",367,4.8,Panzerfaust (Original Edition),1995,
Christian Death,B000006XL0,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",359,4.8,Only Theatre of Pain,2001,
Bolt Thrower,B000BNTML4,"Audio CD,MP3 Music,Vinyl",307,4.8,Those Once Loyal,2005,
Bolt Thrower,B000024FL8,"Audio CD,MP3 Music,Vinyl",304,4.8,...for Victory,2008,
Between the Buried and Me,B000UPQFYU,"Audio CD,MP3 Music,Vinyl",304,4.8,Colors,2007,
Mayhem,B006MZJIDW,"MP3 Music,Audio CD",303,4.8,Live In Leipzig (Picture Disc),1997,
Death Angel,B01D1XW3LQ,"Audio CD,MP3 Music,Vinyl",301,4.8,The Evil Divide,2016,
Cannibal Corpse,B000EDWL50,"Audio CD,MP3 Music,Vinyl",296,4.8,Kill,2006,
Parkway Drive,B000GH3CO8,"Audio CD,MP3 Music,Vinyl",288,4.8,Killing with a Smile,2006,
Bruce Dickinson,B008HV2ENK,"Audio CD,MP3 Music,Audio CD,Vinyl",288,4.8,The Chemical Wedding,1998,
Motörhead,B00005NQIE,"Audio CD,Vinyl",287,4.8,Bomber,2001,
Testament,B00005QK1A,"Audio CD,MP3 Music,Vinyl",286,4.8,First Strike Still Deadly,2001,
Voivod,B001BZ8I9I,"Audio CD,MP3 Music,Audio CD,Vinyl,Audio, Cassette",282,4.8,Dimension Hatross,2008,
Kreator,B00007L9OP,"Audio CD,MP3 Music,Vinyl",280,4.8,Coma Of Souls,2003,
Burzum,B005AYUQA0,"MP3 Music,Audio CD",274,4.8,Burzum / Aske (Original Vinyl Edition),1995,
Slayer,B00008FPQ6,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",274,4.8,Show No Mercy,1993,
VOIVOD,B07FDQRLYT,"Vinyl,MP3 Music,Audio CD",270,4.8,The Wake,2018,
M.O.D.,B000003T8S,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",268,4.8,U.S.A. For M.O.D.,2005,
Forbidden,B001FBUQDO,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",266,4.8,Twisted Into Form,2008,
Onslaught,B088JNP5BD,"Vinyl,MP3 Music,Audio CD",266,4.8,Generation Antichrist,2020,
Accept,B08ZNKFYJH,"Vinyl,Audio CD,Audio, Cassette",263,4.8,Staying A Life Black,2021,
Voivod,B00000F1TY,"Audio CD,MP3 Music,Vinyl",264,4.8,Killing Technology,2010,
DevilDriver,B0000DIZUW,"Audio CD,MP3 Music,Vinyl",264,4.8,DevilDriver,2003,
Napalm Death,B00000582D,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",264,4.8,Scum,1995,
Nuclear Assault,B001DHIYAC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",261,4.8,Game Over,2008,
Slayer,B000001C6O,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",259,4.8,Live Undead,1994,
Exciter,B0007R8EH2,"Audio CD,MP3 Music,Vinyl",254,4.8,Heavy Metal Maniac,2005,
Over Kill,B07B5WFV2C,"Audio CD,MP3 Music,Vinyl",251,4.8,Live In Overhausen,2022,
Kreator,B09KN2MCQG,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",252,4.8,Violent Revolution (black in,2022,
Hammerfall,B006QHS59E,"MP3 Music,Audio CD",253,4.8,Legacy Of Kings (Picture Disc),1998,
Sanctuary,B08GFDGM8V,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",247,4.8,Into The Mirror Black,2020,
Cattle Decapitation,B08F6LJLLY,"Vinyl,MP3 Music,Audio CD",247,4.8,Monolith of Inhumanity,2020,
Immortal,B006Q3WPLM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",247,4.8,Sons Of Northern Darkness 4,2007,
Napalm Death,B0000245BF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",246,4.8,Harmony Corruption,2008,
Helloween,B00004ZC40,"Audio CD,MP3 Music,Vinyl",241,4.8,The Dark Ride,2002,
Mercyful Fate,B000006100,"Audio CD,MP3 Music,Vinyl",229,4.8,Time,1998,
Anthrax,B07BCD7CPZ,"Vinyl,MP3 Music,Audio CD",225,4.8,Kings Among Scotland,2021,
Dark Funeral,B01DELEJ30,"Audio CD,MP3 Music,Vinyl",220,4.8,Where Shadows Forever Reign,2016,
Angelus Apatrida,B08NR5Q6FG,"Audio CD,Vinyl",219,4.8,Angelus Apatrida,2021,
Bathory,B000006SRS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",214,4.8,Bathory,1994,
Immortal,B006Q3F5R8,"MP3 Music,Audio CD",213,4.8,At The Heart Of Winter,2010,
Anthrax,B00015BOY0,"Audio CD,Vinyl",210,4.8,Vol. 8-the Threat Is Real,,
Running Wild,B00000J5ZD,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",210,4.8,Death Or Glory,1999,
Sacred Reich,B000000OBB,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",210,4.8,Surf Nicaragua,1996,
Bathory,B000008U36,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",206,4.8,Under the Sign of the Black Mark,1994,
Mercyful Fate,B000000H8I,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",206,4.8,Beginning,1990,
Sodom,B0000073XZ,"Audio CD,MP3 Music,Vinyl",205,4.8,Agent Orange,1999,
Mayhem,B006MZQTHU,"Audio CD,Vinyl",207,4.8,Out From The Dark (Picture Disc),1996,
Motorhead,B00005QJIW,"DVD,Audio CD",203,4.8,Motorhead - 25 & Alive: Boneshaker,,
Running Wild,B000NJ9W3Y,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",201,4.8,Under Jolly Roger,2007,
Coroner,B07CXBXR2K,"Audio CD,Vinyl",200,4.8,Mental Vortex,2018,
Testament,B079B6KHRT,Audio CD,52,4.9,Gathering,2018,
Havok,B07XC9K2PC,"Audio CD,MP3 Music,Vinyl",193,4.8,Conformicide,2019,
Killswitch Engage,B00005Y7LP,"Audio CD,MP3 Music,Vinyl",193,4.8,Killswitch Engage,2000,
Candlemass,B006P7QPMO,"Vinyl,MP3 Music,Audio CD",193,4.8,Tales Of Creation (Picture Disc),1989,
Cannibal Corpse,B0041IVKV0,"MP3 Music,Audio CD",192,4.8,Gallery Of Suicide,1998,
Corrosion Of Conformity,B00004XR6C,"Audio CD,MP3 Music,Vinyl,Audio DVD,Audio, Cassette",190,4.8,America's Volume Dealer,2000,
Gwar,B000007T4Y,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",190,4.8,Scumdogs of the Universe,1998,
Testament,B00JKKB0VO,"Audio CD,MP3 Music",189,4.8,Dark Roots Of Thrash,2014,
The Black Dahlia Murder,B0009JK0XY,"Audio CD,MP3 Music,Vinyl",189,4.8,Miasma,2005,
King Diamond,B000000H4A,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",185,4.8,Fatal Portrait,1997,
SODOM,B07X7XHMPJ,"Vinyl,MP3 Music,Audio CD",181,4.8,Out Of The Frontline Trench,2019,
Pain Of Salvation,B000063CMK,"Audio CD,Vinyl",182,4.8,Remedy Lane,2012,
D.R.I.,B00002DH9P,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",181,4.8,Thrash Zone,2013,
Bolt Thrower,B00005S0WK,"Audio CD,MP3 Music,Vinyl",174,4.8,Honour Valour Pride,2002,
Theocracy,B001KWLBLO,"Audio CD,MP3 Music,Vinyl",175,4.8,Mirror of Souls,2008,
Revocation,B07FSLGY55,"Vinyl,MP3 Music,Audio CD",174,4.8,Outer Ones,2018,
Running Wild,B00009KU5Z,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",172,4.8,Port Royal,2003,
Kreator,B082JQB3CD,"Vinyl,Audio CD",172,4.8,London Apocalypticon – Live At The Roundhouse Limited Double 180 GM,,
Candlemass,B006P7LWO0,"MP3 Music,Audio CD",172,4.8,Ancient Dreams,1988,
Voivod,B00000DWD1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",169,4.8,Angel Rat,1991,
Seventh Angel,B0007LIMXY,"Audio CD,Audio CD,Vinyl,Audio, Cassette",29,5,Lament for the Weary,1991,
Carnivore,B07GW3XF6J,"Vinyl,MP3 Music,Audio CD",165,4.8,Retaliation,2018,
Mercyful Fate,B000007N6R,"Audio CD,MP3 Music,Vinyl",163,4.8,Dead Again,1998,
Running Wild,B000NJ9W3O,"Audio CD,MP3 Music,Vinyl",162,4.8,Gates to Purgatory,2007,
Mercyful Fate,B000025QZY,"Audio CD,MP3 Music,Vinyl",161,4.8,Into The Unknown,2000,
Sabbat,B000M3455G,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",161,4.8,Dreamweaver,2007,
Kreator,B00001R3D0,"Audio CD,MP3 Music,Vinyl",154,4.8,Terrible Certainty,,
Coroner,B07B64T316,"Audio CD,MP3 Music,Vinyl",154,4.8,No More Color,2018,
Iron Maiden,B006AB6B88,"MP3 Music,Audio CD",154,4.8,Live at Donington - August 22 1992,1993,
,6301910400,"VHS Tape,MP3 Music,Audio CD,Vinyl",154,4.8,Coroner - 1990 No More Color Tour Live in East Berlin,,
Dying Fetus,B00004YLEY,"Audio CD,Vinyl",153,4.8,Destroy the Opposition,2005,
Edge of Sanity,B006QPL1YC,"MP3 Music,Audio CD",48,4.9,Purgatory Afterglow (Orange Vinyl),2011,
Autopsy,B00008HAU1,"Audio CD,MP3 Music,Vinyl",150,4.8,Severed Survival,2003,
Emperor,B0058PZOHG,Audio CD,151,4.8,IX Equilibrium (Original Vinyl Edition),1999,
Rhapsody,B004ZPGFQE,Audio CD,150,4.8,Symphony Of Enchanted Lands (Picture Disc),1998,
Gwar,B000007T54,"Audio CD,MP3 Music,Audio, Cassette",145,4.8,America Must Be Destroyed,1998,
Metallica,B0002NRRTW,DVD,145,4.8,Cliff Em All (Jewel Case) [DVD],", et al.",
Pentagram,B006RDEAMS,"Audio CD,Vinyl",140,4.8,First Daze Here (The Vintage Collection),2011,
Burzum,B005AYMC20,"MP3 Music,Audio CD",136,4.8,Belus,2010,
Running Wild,B0000073HG,"Audio CD,MP3 Music,Vinyl",135,4.8,Branded & Exiled,,
Metallica,B000002H98,"Audio Cassette,Paperback",134,4.8,Metallica,1991,
Voivod,B0000070BG,"Audio CD,MP3 Music,Vinyl",134,4.8,Rrroooaaarrr,,
Heathen,B000K2Q660,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",129,4.8,Victims of Deception,2007,
Vader,B000GTKUWS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",128,4.8,De Profundis,2006,
Sacred Reich,B000000OB9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",125,4.8,Ignorance,1995,
Hellripper,B085RT3KL6,"Audio CD,MP3 Music,Vinyl",123,4.8,The Affair Of The Poisons,2020,
Motörhead,B0000255X6,"Audio CD,MP3 Music,Vinyl",123,4.8,Everything Louder Than Everyone Else: Live 1998,2010,
Motörhead,B0000DGRA9,"Audio CD,Audio CD",124,4.8,Live At Brixton Academy this is different than Live at Brixton,2007,
Immortal,B08VX172KV,"Audio CD,MP3 Music,Vinyl",124,4.8,Battles In The North,2021,
Death Angel,B09RTCFDBH,"Vinyl,MP3 Music,Audio CD",121,4.8,"Bastard Tracks Clear, Brown, Green & Orange Splatter",2022,
Emperor,B0058FF2WI,"MP3 Music,Audio CD",120,4.8,In The Nightside Eclipse,2008,
Napalm Death,B00140GXL0,"Audio CD,Vinyl",119,4.8,Utopia Banished,2008,
Atheist,B006P3FEHK,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",119,4.8,Unquestionable Presence,1991,
The Exploited,B000AA4LB4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",117,4.8,Beat the Bastards,2005,
Killswitch Engage,B000T17ZSA,"Audio CD,Vinyl",116,4.8,As Daylight Dies,2008,
DevilDriver,B07G235YQY,"Vinyl,Audio CD",114,4.8,The Fury Of Our Maker's Hand Blue & Orange Splatter,2018,
