artist,asin,media,review_count,star_rating,title,year,
Ministry,B006NTPEXA,"MP3 Music,Audio CD",680,4.8,Psalm 69,1992,
Mercyful Fate,B004ZW1OW2,"Vinyl,MP3 Music,Audio CD",678,4.8,Don't Break The Oath (Picture Disc),1984,
Gojira,B00F8PPADE,"Vinyl,MP3 Music,Audio CD",633,4.8,Way of All Flesh,2013,
Carcass,B000024AZV,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",626,4.8,Heartwork,2013,
Suicidal Tendencies,B004WQZP1M,"MP3 Music,Audio CD",611,4.8,Suicidal Tendencies (Original Vinyl Edition),1983,
Cattle Decapitation,B07XV92X97,"Audio CD,MP3 Music,Vinyl",603,4.8,Death Atlas,2019,
Lamb of God,B001P5Q6FC,"Audio CD,MP3 Music,Vinyl",601,4.8,Wrath,2009,
Morbid Angel,B00001R3CB,"Audio CD,MP3 Music,Vinyl",593,4.8,Alters of Madness,,
Obituary,B000000H40,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",567,4.8,Cause of Death,1998,
Lamb of God,B000092Q4U,"Audio CD,MP3 Music,Vinyl",570,4.8,As The Palaces Burn,2003,
Bruce Dickinson,B008HWBGVU,"MP3 Music,Audio CD",566,4.8,Accident Of Birth,1997,
Darkthrone,B00008ZZ41,"Audio CD,MP3 Music,Vinyl",541,4.8,Transilvanian Hunger,2017,
Opeth,B000FGGETU,"Audio CD,MP3 Music,Vinyl",542,4.8,Deliverance,2011,
Electric Wizard,B000FBHC7S,"Audio CD,MP3 Music,Vinyl",537,4.8,Dopethrone,2017,
Revocation,B002I9K2NG,"Audio CD,MP3 Music,Vinyl",63,4.9,Existence Is Futile,2009,
Anthrax,B09WX5F95X,"MP3 Music,Audio CD",533,4.8,Persistence Of Time - Exclusive Limited Edition Orange & Black Quad Colored Vinyl 4LP,,
Sepultura,B000000H3Z,"Audio CD,MP3 Music,Vinyl",1169,4.9,Beneath the Remains,1997,
Death,B00IQFC15I,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1087,4.9,Leprosy,2014,
Death,B000003C4X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1054,4.9,Scream Bloody Gore,1991,
Death,B009INAGY0,"Audio CD,MP3 Music,Vinyl",1035,4.9,Spiritual Healing,2012,
Death,B004XD03RK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",969,4.9,Human,2011,
Dethklok,B000UGG396,"Audio CD,MP3 Music,Vinyl",508,4.9,The Dethalbum,2007,
Amon Amarth,B000HWXS2S,"Audio CD,MP3 Music,Vinyl",489,4.9,With Oden on Our Side,2006,
Entombed,B00A81MG9Y,"Vinyl,MP3 Music,Audio CD",300,4.9,Left Hand Path - Remastered in Full Dynamic Range,2013,
Bloodbath,B00197X172,"Audio CD,MP3 Music,Vinyl",175,4.9,The Fathomless Mastery,2008,
Septic Flesh,B004P7VHVA,"Vinyl,MP3 Music,Audio CD",173,4.9,The Great Mass,2016,
Meshuggah,B0002JEO74,"Audio CD,Vinyl",150,4.9,I,2004,
Scar Symmetry,B00190KZBO,"Audio CD,MP3 Music",125,4.9,Holographic Universe,2008,
Queens Of The Stone Age,B081DBRL7D,"Vinyl,MP3 Music,Audio CD",121,4.9,Songs For The Deaf - Exclusive Red & Black Marble Colored,2019,
Crowbar,B00000JPDJ,"Audio CD,MP3 Music,Vinyl",110,4.9,Odd Fellows Rest,1999,
Reverend Bizarre,B0007TF10I,"Audio CD,MP3 Music,Vinyl",43,5,In the Rectory of the Bizarre Reverend,2009,
Immortal,B000EOTERM,"Audio CD,MP3 Music,Vinyl",103,4.9,Damned in Black,2006,
Metallica,B08VP1XCGK,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",3216,4.8,Metallica - Exclusive Limited Edition Black Marble Colored Vinyl LP,2021,
Slipknot,B006NBYJWU,"MP3 Music,Audio CD",3213,4.8,Slipknot (Picture Disc),1999,
Cannibal Corpse,B08WMQHM3D,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1258,4.8,VIOLENCE UNIMAGINED ヴァイオレンス・アンイマジンド,2021,
Iron Maiden,B006AMXQ62,"MP3 Music,Audio CD",3166,4.8,Powerslave (Original Picture Disc),1984,
Deep Purple,B000MCADQ2,"Vinyl,MP3 Music,Audio CD,Audio DVD,Audio, Cassette",3035,4.8,Deep Purple: Machine Head,1972,
Alice In Chains,B004XTTZ0A,"MP3 Music,Audio CD",2807,4.8,Jar Of Flies (Original Vinyl),1993,
Iron Maiden,B006AMDID8,"MP3 Music,Audio CD",2426,4.8,Piece Of Mind (Picture Disc),,
Megadeth,B0055EMO96,"MP3 Music,Audio CD",1887,4.8,Peace Sells... But Who's Buying? (Original Picture Disc),1986,
Pantera,B0043G0P16,"MP3 Music,Audio CD",1874,4.8,Vulgar Display Of Power (Original Edition),1992,
Suffocation,B0009A3PR6,"Audio CD,MP3 Music,Vinyl",69,4.9,Human Waste,2005,
Slayer,B00EBWHW5O,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1217,4.8,Seasons In The Abyss,2013,
Gojira,B002N9MJS2,"Audio CD,MP3 Music,Vinyl",1151,4.8,From Mars to Sirius,2014,
Death,B004FOXIFG,"Audio CD,MP3 Music,Vinyl",1159,4.8,The Sound of Perseverance,2011,
Korn,B006MI5ETG,"MP3 Music,Audio CD",1156,4.8,Life Is Peachy,1996,
Faith No More,B00002DE1M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1089,4.8,Angel Dust,2008,
Down,B000002HJS,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",1087,4.8,Nola,1995,
Volbeat,B0B2KQJ7TP,"MP3 Music,Audio CD",1030,4.8,Rock The Rebel / Metal The Devil - Exclusive Limited Edition White w/ Black Splatter Colored Vinyl LP,,
Dio,B006QH52MW,"MP3 Music,Audio CD",1607,4.8,Holy Diver,1983,
Disturbed,B004WM6ODO,"MP3 Music,Audio CD",1580,4.8,The Sickness (Picture Disc),2000,
Opeth,B0923WHS4Z,"Vinyl,MP3 Music,Audio CD",1442,4.8,Blackwater Park,2021,
Alice In Chains,B004XSBQIA,"MP3 Music,Audio CD",1425,4.8,Alice In Chains,,
Suffocation,B0000632M5,"Audio CD,MP3 Music,Vinyl",68,4.9,Despise The Sun,2005,
Lamb of God,B0002S94OS,"Audio CD,MP3 Music,Vinyl",1278,4.8,Ashes Of The Wake,2004,
Pantera,B0043G9O22,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",972,4.8,Far Beyond Driven (Picture Disc),1994,
Metal Church,B006OGOIGQ,"MP3 Music,Audio CD",424,4.8,Metal Church,1984,
MF Doom,B07DVQZVBS,"Vinyl,MP3 Music,Audio CD",1264,4.8,MM..Food Exclusive Green And White Color Vinyl,,
Behemoth,B00H4O3U52,"Vinyl,MP3 Music,Audio CD",959,4.8,Satanist,2014,
Opeth,B000AADYYO,"Audio CD,MP3 Music,Vinyl",957,4.8,Ghost Reveries,2005,
Deftones,B008G7QHEW,"MP3 Music,Audio CD",953,4.8,Adrenaline (Picture Disc),1995,
Death,B005LA35UG,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",930,4.8,Individual Thought Patterns,2011,
Death,B000000H66,"Audio CD,MP3 Music,Vinyl",886,4.8,Symbolic,1995,
Iron Maiden,B002S4W3NI,"Audio CD,Vinyl,Audio, Cassette",883,4.8,The Number of the Beast - Original 1982 First Release,,
Amon Amarth,B001CISHU4,"Audio CD,MP3 Music,Vinyl",857,4.8,Twilight of the Thunder God,2008,
Children of Bodom,B001DR9TN8,"Audio CD,Audio CD",422,4.8,Hate Crew Deathroll,2008,
Hypocrisy,B09FRY8VYR,"Audio CD,MP3 Music,Vinyl",415,4.8,HYPOCRISY-WORSHIP,2021,
Kreator,B006O4AF2O,"MP3 Music,Audio CD",415,4.8,Extreme Aggression (Picture Disc),1989,
Dimmu Borgir,B001ANU9QG,"Audio CD,MP3 Music,Vinyl",412,4.8,Enthrone Darkness Triumphant RELOADED,2012,
Bolt Thrower,B0000247XA,"Audio CD,MP3 Music,Vinyl",411,4.8,4th Crusade,2008,
Cradle Of Filth,B000FGGEQS,"Audio CD,MP3 Music",410,4.8,Midian,2011,
Eluveitie,B082PQ2ZC7,"Audio CD,MP3 Music,Vinyl",408,4.8,Ategnatos,,
In Flames,B0001HOYEU,"Audio CD,Audio CD",385,4.8,Soundtrack to Your Escape,2004,
Sepultura,B000000H3X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",384,4.8,Schizophrenia,1997,
Blood Incantation,B0836Z7DKK,"Audio CD,MP3 Music,Vinyl",382,4.8,HIDDEN HISTORY OF THE HUMAN RACE ヒドゥン・ヒストリー・オブ・ザ・ヒューマン・レイス,2020,
Misfits,B000M6VW40,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",381,4.8,legacy of brutality LP,,
Meshuggah,B0041B785Y,"Audio CD,Vinyl",378,4.8,Koloss,2012,
Candlemass,B000056NVR,"Audio CD,MP3 Music,Vinyl",375,4.8,Epicus Doomicus Metallicus,2002,
Fear Factory,B000000H64,"Audio CD,MP3 Music,Audio, Cassette",366,4.8,Demanufacture,1995,
Kreator,B08P2C6D9T,"Audio CD,MP3 Music,Vinyl",367,4.8,Under the Guillotine,2021,
The White Stripes,B00770W66C,"MP3 Music,Audio CD",529,4.8,De Stijl,2000,
Darkthrone,B00009KU70,"Audio CD,MP3 Music,Vinyl",522,4.8,A Blaze In The Northern Sky,2017,
Mayhem,B000005HLV,"Audio CD,MP3 Music,Vinyl",523,4.8,De Mysteriis Dom Sathanas,2012,
Burzum,B0007WL7CG,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",515,4.8,Filosofem,2006,
Meshuggah,B0012E6R3M,"Audio CD,MP3 Music,Vinyl",503,4.8,Obzen,2008,
Killswitch Engage,B000065894,"Audio CD,MP3 Music,Vinyl",493,4.8,Alive or Just Breathing,2002,
Parkway Drive,B000VFGQ0W,"Audio CD,MP3 Music,Vinyl",466,4.8,Horizons,2007,
Celtic Frost,B000H1C3ZC,"Audio CD,MP3 Music,Vinyl",471,4.8,Morbid Tales,2006,
King Diamond,B0050Z3LEC,"DVD-ROM,MP3 Music,Audio CD,Vinyl",455,4.8,Them (Picture Disc),1988,
Ramones,B0043SM2DI,"MP3 Music,Audio CD",454,4.8,Leave Home (Picture Disc),1977,
Morbid Angel,B002NULKYK,"Audio CD,MP3 Music,Vinyl",449,4.8,Blessed Are the Sick,2009,
In Flames,B00GW94HYS,"Vinyl,MP3 Music,Audio CD",449,4.8,NB4991 LP Clayman Picture Disc VINYL,,
Mortification,B0045KXGQG,"Audio CD,MP3 Music,Vinyl",33,5,Scrolls of the Megilloth,2005,
Lorna Shore,B07ZWBF14B,"Vinyl,MP3 Music,Audio CD",429,4.8,Immortal,2020,
At The Gates,B00000584I,"Audio CD,MP3 Music,Vinyl",429,4.8,Slaughter of the Soul,1995,
Light the Torch,B092RPLNHJ,"Audio CD,MP3 Music,Vinyl",424,4.8,You Will Be The Death Of Me,2021,
Frank Zappa,B00006JRVB,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",856,4.8,One Size Fits All, | ,
Slayer,B00BV0W7ZE,"Audio CD,MP3 Music",842,4.8,Seasons in the Abyss,2014,
Between the Buried and Me,B0001MXNHY,"Audio CD,MP3 Music",66,4.9,Between the Buried and Me,2004,
Malevolent Creation,B000008I1U,"Audio CD,MP3 Music,Vinyl",66,4.9,Retribution,1992,
Deep Purple,B07XCP2CM7,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",824,4.8,"Burn (12"" LP)",,
Lamb of God,B000GRTQUM,"Audio CD,MP3 Music,Vinyl",778,4.8,Sacrament,2006,
Sepultura,B000000H3W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1997,
The Interrupters,B0BMWL7N8R,"Vinyl,MP3 Music,Audio CD",771,4.8,The Interrupters - Exclusive Limited Edition Dragonfruit Colored Vinyl LP,,
Unheilig,B01J8DSM9U,"Audio CD,MP3 Music",767,4.8,Von Mensch Zu Mensch,2016,
Opeth,B000FGGERC,"Audio CD,MP3 Music,Vinyl",734,4.8,Damnation,2011,
Sepultura,B0000248K7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",723,4.8,Chaos Ad,2008,
Sabaton,B004O7EVLE,"Audio CD,MP3 Music,Vinyl",709,4.8,Primo Victoria Re-Armed Bonus Tracks,2011,
Triptykon,B00426CLC8,"Audio CD,MP3 Music",65,4.9,Shatter,2010,
Sabaton,B004O7EVJG,Audio CD,705,4.8,The Art Of War Re-Armed Bonus Track,2011,
Iron Maiden,B010JBCZZC,"Audio CD,Vinyl",697,4.8,"Iron Maiden - Live After Death, metal, rock, melodic",1985,
Killswitch Engage,B0001Z2TJY,"Audio CD,MP3 Music",689,4.8,The End of Heartache,2004,
Immolation,B0055VJ5Q4,"MP3 Music,Audio CD",103,4.9,Dawn of Possession,,
Decapitated,B000060K8O,"Audio CD,MP3 Music",100,4.9,Nihility,2008,
Rhapsody,B004ZPHN10,"MP3 Music,Audio CD",97,4.9,Power Of The Dragonflame (Picture Disc Set),2002,
Insect Warfare,B001R7IH6Y,"Audio CD,MP3 Music,Vinyl",41,5,World Extermination,2009,
Nile,B000R7I2HE,"Audio CD,MP3 Music,Vinyl",90,4.9,Ithyphallic Digi,2012,
Melvins,B0043BDE6Y,"MP3 Music,Audio CD",89,4.9,Gluey Porch Treatments (Original Edition Vinyl),1986,
Morbid Saint,B01B696VCO,"Vinyl,MP3 Music,Audio CD",82,4.9,Spectrum Of Death 2016,2016,
Behemoth,B0009S4VMQ,"Audio CD,MP3 Music,Vinyl",79,4.9,Sventevith Storming Near The Baltic,2006,
Crowbar,B00005N8VD,"Audio CD,MP3 Music,Vinyl",78,4.9,Sonic Excess In Its Purest Form,2001,
Pearl Jam,B00445RBJ0,"MP3 Music,Audio CD",8596,4.8,Ten (Picture Disc),1992,
Metallica,B00BNYF6Q0,"MP3 Music,Audio CD",7714,4.8,Master Of Puppets,1986,
Metallica,B00BNNLXE0,"MP3 Music,Audio CD",7502,4.8,Ride The Lightning (Original Import Edition),1984,
Led Zeppelin,B000002J01,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",6028,4.8,Led Zeppelin 1,1994,
Black Sabbath,B006NB4JJ8,"MP3 Music,Audio CD",5535,4.8,Paranoid (Original Edition),1970,
Alice In Chains,B004XSB7T8,"MP3 Music,Audio CD",4176,4.8,Dirt (Original Edition),1992,
Alice In Chains,B004XSB4QO,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",3482,4.8,Facelift,1990,
Paradise Lost,B0000072SG,,138,4.7,Lost Paradise,,
Darkthrone,B006PO691E,"Audio CD,MP3 Music,Audio CD,Vinyl",367,4.8,Panzerfaust (Original Edition),1995,
Cannibal Corpse,B000FIHJH4,"Audio CD,MP3 Music,Vinyl",359,4.8,The Bleeding,2006,
MF Doom,B07DY2LDGD,"Vinyl,MP3 Music,Audio CD",355,4.8,Born Like This (Club Edition),,
Darkthrone,B006PNPD76,"MP3 Music,Audio CD",358,4.8,Under A Funeral Moon,2002,
Slayer,B0041CIN98,"MP3 Music,Audio CD",354,4.8,Hell Awaits (Picture Disc),1985,
Cradle Of Filth,B00008IHMW,"Audio CD,MP3 Music,Vinyl",352,4.8,Damnation & a Day,2004,
Amon Amarth,B0002TY2HQ,"Audio CD,MP3 Music,Vinyl",349,4.8,Fate of Norns,2004,
Cradle Of Filth,B000FGGEPY,"Audio CD,MP3 Music",346,4.8,Dusk & Her Embrace,2011,
As I Lay Dying,B0009FHKPO,"Audio CD,MP3 Music,Vinyl",345,4.8,Shadows Are Security,2005,
Marduk,B00069V4V4,"Audio CD,MP3 Music,Vinyl",59,4.9,Plague Angel,2007,
Cradle Of Filth,B0002UY4VO,"Audio CD,MP3 Music",344,4.8,Nymphetamine EX,2004,
Opeth,B00004YYWI,"Audio CD,MP3 Music,Vinyl",342,4.8,Orchid,2000,
Bolt Thrower,B000008DN4,"Audio CD,MP3 Music,Vinyl",341,4.8,Warmaster,1991,
Gojira,B002MT3CRA,"Audio CD,MP3 Music,Vinyl",338,4.8,Terra Incognita,2009,
Obituary,B000007O7P,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",337,4.8,End Complete,1998,
Obituary,B000000H41,"Audio CD,Vinyl",333,4.8,Slowly We Rot,1998,
Katatonia,B0027OSSYW,"Audio CD,MP3 Music,Vinyl",330,4.8,The Great Cold Distance,2017,
Sabaton,B004O7EVJ6,Audio CD,326,4.8,Attero Dominatus Re-Armed Bonus Tracks,2011,
Control Denied,B00002EPMF,"Audio CD,MP3 Music,Vinyl",325,4.8,Fragile Art of Existence,1999,
Gojira,B000MM1EPG,"Audio CD,MP3 Music,Vinyl",321,4.8,Link,2007,
Dimmu Borgir,B0000AN196,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",312,4.8,Death Cult Armageddon,2003,
Terrorizer,B00002474H,"Audio CD,MP3 Music,Vinyl",309,4.8,World Downfall,2008,
Opeth,B00004YYWK,"Audio CD,MP3 Music,Vinyl",305,4.8,My Arms Your Hearse,2000,
Bolt Thrower,B000BNTML4,"Audio CD,MP3 Music,Vinyl",307,4.8,Those Once Loyal,2005,
Bolt Thrower,B000024FL8,"Audio CD,MP3 Music,Vinyl",304,4.8,...for Victory,2008,
Between the Buried and Me,B000UPQFYU,"Audio CD,MP3 Music,Vinyl",304,4.8,Colors,2007,
Mayhem,B000QXDH42,"Audio CD,MP3 Music,Vinyl",303,4.8,Live in Leipzig,2007,
Kamelot,B0007OASII,"Audio CD,MP3 Music,Vinyl",296,4.8,Black Halo,2005,
Cannibal Corpse,B000EDWL50,"Audio CD,MP3 Music,Vinyl",296,4.8,Kill,2006,
Hatebreed,B000063BQB,"Audio CD,MP3 Music",294,4.8,Perseverance,2002,
Cannibal Corpse,B00006LSMI,"Audio CD,MP3 Music,Vinyl",293,4.8,Eaten Back To Life,2002,
Bruce Dickinson,B008HV2ENK,"Audio CD,MP3 Music,Audio CD,Vinyl",288,4.8,The Chemical Wedding,1998,
Alestorm,B0021UDJM8,"Audio CD,MP3 Music",287,4.8,Black Sails At Midnight,2022,
Cannibal Corpse,B0001CCXY8,"Audio CD,MP3 Music,Vinyl",287,4.8,Wretched Spawn,2004,
Cannibal Corpse,B0001CCXYS,"Audio CD,MP3 Music,Vinyl",287,4.8,The Wretched Spawn Censored,2004,
Kreator,B006O4SCHE,"MP3 Music,Audio CD",280,4.8,Coma Of Souls,1990,
Necrophagist,B0002JE91U,"Audio CD,MP3 Music,Vinyl",274,4.8,Epitaph,2005,
Amon Amarth,B002Q4TKIQ,"Audio CD,MP3 Music,Vinyl",273,4.8,Versus the World,2009,
Burzum,B0007ULJP8,"Vinyl,MP3 Music,Audio CD",274,4.8,Burzum / Aske,2006,
Summoning,B000EQIO80,"Audio CD,MP3 Music",56,4.9,Oath Bound,2022,
Meshuggah,B0008GGOBA,"Audio CD,Vinyl",264,4.8,Catch Thirty Three Slipcase,2012,
DevilDriver,B0000DIZUW,"Audio CD,MP3 Music,Vinyl",264,4.8,DevilDriver,2003,
Napalm Death,B002CJECEW,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",264,4.8,NAPALM DEATH SCUM,2004,
Paradise Lost,B000FGGESG,"Audio CD,MP3 Music,Vinyl",260,4.8,Icon,2006,
Black Label Society,B09BBVWGXX,"Audio CD,MP3 Music,Vinyl",259,4.8,Stronger Than Death,2021,
Behemoth,B002DKF47O,"Audio CD,MP3 Music,Vinyl",256,4.8,Evangelion,2009,
In Flames,B00004TS8G,"Audio CD,MP3 Music,Vinyl",255,4.8,Clayman,2000,
Exciter,B09V76L1FJ,"Vinyl,MP3 Music,Audio CD",254,4.8,Heavy Metal Maniac - Exclusive Silver w/ Black Splatter,2008,
Hammerfall,B006QHS59E,"MP3 Music,Audio CD",253,4.8,Legacy Of Kings (Picture Disc),1998,
Kreator,B006O5ZFZU,"MP3 Music,Audio CD",252,4.8,Violent Revolution,2001,
VIRVUM,B01LZI1PLD,"Audio CD,MP3 Music,Vinyl",31,5,Illuminance,2017,
Amorphis,B000058A1I,"Audio CD,MP3 Music,Vinyl",248,4.8,Tales From The Thousand Lakes,2005,
Trouble,B000002L01,"Audio CD,MP3 Music,Audio, Cassette",247,4.8,Trouble,1989,
Church of Misery,B001TN0VHE,"Audio CD,MP3 Music",55,4.9,Houses Of The Unholy,2019,
Burzum,B00008FG6Q,"Audio CD,MP3 Music,Vinyl",249,4.8,Hvis Lyset Tar Oss,1997,
Cattle Decapitation,B0079JOYAM,"Audio CD,MP3 Music,Vinyl",247,4.8,Monolith of Inhumanity,2012,
Immortal,B00005V6QB,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",247,4.8,Sons of Northern Darkness,2012,
Wintersun,B00E68977O,"Vinyl,MP3 Music,Audio CD",246,4.8,Wintersun,2013,
Napalm Death,B0000245BF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",246,4.8,Harmony Corruption,2008,
Cryptopsy,B00FLRG32Q,"Audio CD,MP3 Music,Vinyl",239,4.8,None So Vile,2013,
Children of Bodom,B00190KZCS,"Audio CD,MP3 Music,Vinyl",237,4.8,CHILDREN OF BODOM HATEBREEDER,2009,
Cannibal Corpse,B000001CAL,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",233,4.8,Vile,1996,
Septic Flesh,B0733FP999,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",218,4.8,Codex Omega,2017,
Bathory,B000006SRS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",214,4.8,Bathory,1994,
Immortal,B000EOTEPO,"Audio CD,MP3 Music,Vinyl",213,4.8,At the Heart of Winter,2006,
Sacred Reich,B004KUETWG,"MP3 Music,Audio CD",210,4.8,Surf Nicaragua (Picture Disc),1989,
Suicide Silence,B000UZ4EG6,"Audio CD,MP3 Music,Vinyl",210,4.8,The Cleansing,2012,
Bathory,B000008U36,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",206,4.8,Under the Sign of the Black Mark,1994,
Six Feet Under,B000001C8M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",205,4.8,Haunted,1995,
Mayhem,B006MZQTHU,"Audio CD,Vinyl",207,4.8,Out From The Dark (Picture Disc),1996,
Witch,B000ECX0KQ,"Vinyl,MP3 Music,Audio CD",205,4.8,WITCH,2006,
Sodom,B006RNFOZU,"MP3 Music,Audio CD",205,4.8,Agent Orange (Metal Box),1990,
The Dillinger Escape Plan,B00008J2QL,"Vinyl,MP3 Music,Audio CD",200,4.8,Irony Is a Dead Scene,2003,
The Black Dahlia Murder,B000UJ24SC,"Audio CD,MP3 Music,Vinyl",199,4.8,Nocturnal,2007,
Killswitch Engage,B00005Y7LP,"Audio CD,MP3 Music,Vinyl",193,4.8,Killswitch Engage,2000,
Cannibal Corpse,B0000060ZW,"Audio CD,MP3 Music,Vinyl",192,4.8,Gallery Of Suicide,1998,
Candlemass,B000Y9NNJ2,"Audio CD,MP3 Music,Vinyl",193,4.8,Tales Of Creation Set,2017,
Entombed,B00000E721,"Audio CD,MP3 Music,Vinyl",191,4.8,Clandestine,,
Bloodbath,B00B34AD9U,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",190,4.8,Nightmares Made Flesh,2013,
Burzum,B0007ULJOY,"Vinyl,MP3 Music,Audio CD",190,4.8,Det Som Engang Var,2006,
The Black Dahlia Murder,B0009JK0XY,"Audio CD,MP3 Music,Vinyl",189,4.8,Miasma,2005,
Hatebreed,B0000DJYNS,"Audio CD,MP3 Music",187,4.8,The Rise Of Brutality,2003,
King Diamond,B0050Z1J9Q,"MP3 Music,Audio CD",185,4.8,Fatal Portrait (Original Edition Vinyl),1986,
Electric Wizard,B00000IOD7,"Audio CD,MP3 Music,Vinyl",184,4.8,Come My Fanatics...,1999,
Soilwork,B018KWURZM,"Audio CD,MP3 Music,Vinyl",182,4.8,The Ride Majestic,2015,
Triptykon,B00362DROK,"Audio CD,MP3 Music,Vinyl",182,4.8,Eparistera Daimones,2010,
Belphegor,B0000517FE,"Audio CD,MP3 Music,Vinyl",181,4.8,Necrodaemon Terrorsathan,,
Katatonia,B000IHYTRK,"Audio CD,MP3 Music,Vinyl",178,4.8,Brave Murder Day,2017,
Morbid Angel,B000006AZS,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",175,4.8,Formulas Fatal to the Flesh,1998,
Bolt Thrower,B00005S0WK,"Audio CD,MP3 Music,Vinyl",174,4.8,Honour Valour Pride,2002,
Satyricon,B00005NB7M,"Audio CD,MP3 Music,Audio CD,Vinyl",172,4.8,Dark Medieval Times,,
Candlemass,B000Y9NNIS,"Audio CD,MP3 Music,Vinyl",172,4.8,Ancient Dreams Set,2017,
Six Feet Under,B000001C9T,"Audio CD,MP3 Music,Vinyl",171,4.8,Warpath,1997,
Katatonia,B0013HDJ98,"Vinyl,MP3 Music,Audio CD",169,4.8,Last Fair Deal Gone Down,2017,
Voivod,B00CAALZ7K,"MP3 Music,Audio CD",169,4.8,Angel Rat,1991,
Pig Destroyer,B00005LPTM,"Audio CD,MP3 Music,Vinyl",168,4.8,Prowler In The Yard,2005,
Amorphis,B0024G4ZEK,"Audio CD,Vinyl",166,4.8,Skyforger,2012,
Suicide Silence,B0029WT44U,"Audio CD,MP3 Music,Vinyl",166,4.8,No Time to Bleed,2009,
August Burns Red,B000QFAF90,"Audio CD,MP3 Music",165,4.8,Messengers,2007,
Mercyful Fate,B07T2G8KN6,"Vinyl,MP3 Music,Audio CD",163,4.8,"Dead Again (12"" Gatefold Double LP On Black Vinyl)",,
Opeth,B09244ZDGY,"Audio CD,Vinyl",159,4.8,Blackwater Park,2021,
Celtic Frost,B00HLO9MNE,"Audio CD,Vinyl",159,4.8,To Mega Therion,,
Repulsion,B00007MFGV,"Audio CD,MP3 Music,Vinyl",156,4.8,Horrified,2005,
The Black Dahlia Murder,B002JH8I5Q,"Audio CD,MP3 Music,Vinyl",156,4.8,Deflorate,2009,
Benediction,B08FDJ39T6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",155,4.8,スクリプチャーズ 2代目ヴォーカリスト、デイヴ・イングラムが20年ぶりに復帰| 日本語解説書封入/歌詞対訳付,2020,
Iron Maiden,B006AB6B88,"MP3 Music,Audio CD",154,4.8,Live at Donington - August 22 1992,1993,
Dying Fetus,B00004YLEY,"Audio CD,Vinyl",153,4.8,Destroy the Opposition,2005,
Edge of Sanity,B000001H1U,"Audio CD,MP3 Music,Vinyl",48,4.9,Purgatory Afterglow,1995,
Cynic,B0002ZYDXS,"Audio CD,MP3 Music,Vinyl",151,4.8,Focus,2004,
Emperor,B0058PZOHG,Audio CD,151,4.8,IX Equilibrium (Original Vinyl Edition),1999,
Rhapsody,B004ZPGFQE,Audio CD,150,4.8,Symphony Of Enchanted Lands (Picture Disc),1998,
Marduk,B00000JZQ1,"Audio CD,MP3 Music,Vinyl",149,4.8,Panzer Division Marduk,2020,
Dark Tranquillity,B000OLG5DQ,"Audio CD,MP3 Music,Vinyl",146,4.8,Fiction,2007,
Suffocation,B0001Z3U7E,"Audio CD,MP3 Music,Vinyl",143,4.8,Souls to Deny,2005,
Enslaved,B00000I24V,"Audio CD,MP3 Music,Vinyl",47,4.9,Vikingligr Veldi,2002,
Pestilence,B000008JET,"Audio CD,MP3 Music,Vinyl",141,4.8,Consuming Impulse,2002,
Suffocation,B000000H5Y,"Audio CD,MP3 Music,Vinyl",141,4.8,Pierced from Within,1995,
Pentagram,B00005UO69,"Audio CD,Vinyl",140,4.8,First Daze Here,2005,
Cancer,B000003BIH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",139,4.8,Death Shall Rise,1993,
