artist,asin,media,review_count,star_rating,title,year,
Cannibal Corpse,B09CH25B33,Vinyl,97,4.9,Butchered At Birth,2021,
Oranssi Pazuzu,B084DGQMZW,"Audio CD,MP3 Music,Vinyl",90,4.9,Mestarin Kynsi,2020,
Nile,B0081N9T4G,"MP3 Music,Audio CD",90,4.9,Ithyphallic,2007,
Melvins,B000051753,"Audio CD,MP3 Music,Vinyl",89,4.9,Gluey Porch Treatments,2015,
Dog Fashion Disco,B000EOTEFE,"Audio CD,MP3 Music,Vinyl",86,4.9,Adultery,2006,
Grave Digger,B088N3TLL6,"Vinyl,Audio CD",80,4.9,Rheingold,2020,
Grave Digger,B088N6739Y,"Audio CD,Vinyl",80,4.9,Rheingold,2020,
Behemoth,B099C3FS6R,"Audio CD,MP3 Music,Vinyl",79,4.9,Sventevith Storming Near the Baltic,2021,
Crowbar,B00005N8VD,"Audio CD,MP3 Music,Vinyl",78,4.9,Sonic Excess In Its Purest Form,2001,
36 Crazyfists,B000FGFU1S,"Audio CD,MP3 Music,Vinyl",72,4.9,Rest Inside the Flames,2006,
Avenged Sevenfold,B000A2XAWI,"Vinyl,MP3 Music,Audio CD",1458,4.8,City Of Evil - Transparent Red,2023,
Pearl Jam,B00445RBJ0,"MP3 Music,Audio CD",8596,4.8,Ten (Picture Disc),1992,
Linkin Park,B00F5YTHYQ,"Vinyl,Audio CD",7792,4.8,Hybrid Theory,2013,
Metallica,B00BNYF6Q0,"MP3 Music,Audio CD",7714,4.8,Master Of Puppets,1986,
Opeth,B00CGTPQPC,"MP3 Music,Audio CD",1442,4.8,Blackwater Park,2001,
Alice In Chains,B00CIOG2DA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1425,4.8,Alice In Chains,2013,
Puscifer,B08JL736C5,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1426,4.8,Existential Reckoning,2020,
Metallica,B00BNNLXE0,"MP3 Music,Audio CD",7502,4.8,Ride The Lightning (Original Import Edition),1984,
Slipknot,B07RWSH4BP,"Audio CD,Vinyl",6153,4.8,We Are Not Your Kind,2019,
Evanescence,B000089RVX,"Audio CD,MP3 Music,Vinyl",5471,4.8,Fallen,2003,
Volbeat,B001FT9W5E,"Vinyl,Audio CD",1406,4.8,Guitar Gangsters & Cadillac Blood,2008,
Five Finger Death Punch,B002IC1RR8,"Audio CD,MP3 Music,Vinyl",1392,4.8,War Is the Answer,2009,
System of a Down,B000BM6AVA,"Audio CD,MP3 Music,Vinyl",1326,4.8,Hypnotize,2005,
Saxon,B09K6XNRB5,"Audio CD,Vinyl",1295,4.8,Carpe Diem,2022,
Soundgarden,B000002G2B,"Audio CD,MP3 Music",1750,4.8,Superunknown,1994,
Lamb of God,B0002S94OS,"Audio CD,MP3 Music,Vinyl",1278,4.8,Ashes Of The Wake,2004,
Rammstein,B0002XDODU,"Audio CD,MP3 Music,Vinyl",1273,4.8,"Reise, Reise",2004,
Marilyn Manson,B000001Y2U,"Audio CD,MP3 Music,Audio, Cassette",1268,4.8,Antichrist Superstar,1996,
Korn,B0000DYJM7,"Audio CD,MP3 Music,Vinyl",1259,4.8,Take a Look in the Mirror,2003,
IRON MAIDEN,B08KGMJQFX,"Audio CD,Vinyl",1753,4.8,"Nights Of The Dead - Legacy Of The Beast, Live In Mexico City",2020,
Korn,B005F9TQ7O,"Audio CD,MP3 Music,Vinyl",1716,4.8,Untouchables,2011,
Incubus,B009VTAG5A,"Vinyl,MP3 Music,Audio CD",1654,4.8,Morning View,2013,
Trivium,B0851LYSHT,"Audio CD,Vinyl",1634,4.8,What The Dead Men Say,2020,
Nine Inch Nails,B000929AJQ,"Audio CD,MP3 Music,Vinyl",1619,4.8,With Teeth,2005,
IRON MAIDEN,B08KGK9PWS,"Audio CD,Vinyl",1620,4.8,"Nights Of The Dead - Legacy Of The Beast, Live In Mexico City Deluxe",2020,
TOOL,B09S61YPW6,Blu-ray,1239,4.8,Opiate²,,
Static-X,B084DG2NM5,"Audio CD,MP3 Music,Vinyl",1242,4.8,Project Regeneration Volume 1,2020,
Rage Against The Machine,B00GC04DZK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1235,4.8,Renegades,2013,
Marilyn Manson,B00000AFGM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1229,4.8,Mechanical Animals,1998,
Dio,B000002KZ1,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1607,4.8,Holy Diver,1990,
Mastodon,B001RP22G2,"Vinyl,Audio CD",1592,4.8,Crack the Skye,2009,
Disturbed,B00004R7NE,"Audio CD,MP3 Music,Vinyl",1580,4.8,The Sickness,2000,
Deftones,B00A44KDZY,"Vinyl,MP3 Music,Audio CD",1533,4.8,Koi No Yokan,2013,
Disturbed,B0014EAYQQ,"Audio CD,MP3 Music,Vinyl",1517,4.8,Indestructible,2008,
Disturbed,B000AGTQKO,"Audio CD,MP3 Music,Vinyl",1496,4.8,Ten Thousand Fists,2005,
Three Days Grace,B00009YXGH,"Audio CD,MP3 Music,Vinyl",1467,4.8,Three Days Grace,2003,
Alter Bridge,B000VKJ6VS,"Audio CD,MP3 Music,Vinyl",1461,4.8,Blackbird,2007,
Incubus,B0000296JB,"Audio CD,MP3 Music,Vinyl",1466,4.8,Make Yourself,1999,
Rammstein,B00000I68C,"Audio Cassette,MP3 Music,Audio CD",74,5,Herzeleid,1998,
Rammstein,B00005AAFS,"Audio CD,MP3 Music,Vinyl",2883,4.9,Mutter,2001,
System of a Down,B00005YX5H,"Audio CD,Vinyl",2051,4.9,Toxicity,,
System of a Down,B004YESKU0,Audio CD,1220,4.9,System of a Down,2011,
White Zombie,B000000OSQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1193,4.9,La Sexorcisto-Devil Music Vol. 1,1992,
Sepultura,B000000H3Z,"Audio CD,MP3 Music,Vinyl",1169,4.9,Beneath the Remains,1997,
Death,B09FT6161V,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",1087,4.9,Leprosy,2021,
Death,B09FT7TQ7V,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",1054,4.9,Scream Bloody Gore,2021,
Coheed and Cambria,B00JRBGIIG,"Audio CD,Paperback",893,4.9,In Keeping Secrets Of Silent Earth: 3,2014,
Jimmy Eat World,B00A727DVK,"Audio CD,Vinyl",735,4.9,Bleed American,2001,
King Gizzard & the Lizard Wizard,B08LFZZ3Z7,"Vinyl,MP3 Music,Audio CD",680,4.9,Infest The Rats' Nest,2021,
System of a Down,B002MXNOAQ,"Audio CD,MP3 Music,Vinyl",622,4.9,Rock Pack - System Of A Down / Steal This Album!,2010,
Pantera,B08HQ6CZ8H,Audio CD,589,4.9,Reinventing the Steel,2020,
Brand New,B074ZX8N2Q,"Vinyl,MP3 Music,Audio CD",571,4.9,Science Fiction,2017,
Type O Negative,B00001IV8L,"Audio CD,MP3 Music,Audio, Cassette",447,4.9,World Coming Down,1999,
Seether,B009AVFROY,"Audio CD,MP3 Music,Vinyl",404,4.9,DISCLAIMER II,2004,
Rage Against The Machine,B0000029D9,"Audio CD,MP3 Music,Vinyl,Audio, Cassette,MiniDisc",2178,4.8,Evil Empire,1996,
AC/DC,B000024X9K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2192,4.8,"For Those About to Rock, We Salute You",1998,
Three Days Grace,B000FBGBPC,"Audio CD,MP3 Music,Vinyl",2132,4.8,One-X,2006,
System of a Down,B000007T1M,"Audio CD,MP3 Music,Vinyl",2115,4.8,System Of A Down,1998,
BABYMETAL,B01MRDHJ3P,"Vinyl,MP3 Music,Audio CD",2153,4.8,Metal Resistance,2017,
Deftones,B004TRKHSK,"Vinyl,MP3 Music,Audio CD",2067,4.8,Around the Fur,2011,
Halestorm,B00BGV0Y26,"Audio CD,MP3 Music,Vinyl",2059,4.8,The Strange Case of...,2013,
Korn,B00002ZZ4P,"Audio CD,MP3 Music,Vinyl",2078,4.8,Issues,2000,
Rammstein,B0000057C5,"Audio CD,Audio CD",1925,4.8,Sehnsucht,1998,
A Perfect Circle,B00004T99Z,"Audio CD,MP3 Music,Vinyl",1887,4.8,Mer De Noms,2000,
Rammstein,B000BK8FH4,"Audio CD,MP3 Music,Vinyl",1916,4.8,Rosenrot,2005,
Skillet,B07RMGBV9N,"Audio CD,MP3 Music,Vinyl",1889,4.8,Victorious,2019,
Nickelback,B000B66PC0,"Audio CD,MP3 Music,Vinyl",1913,4.8,All the Right Reasons,2005,
Pantera,B000002JOH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1874,4.8,Vulgar Display of Power,1992,
Shinedown,B0017I1FO4,"Audio CD,MP3 Music,Vinyl",1763,4.8,The Sound of Madness,2008,
Nine Inch Nails,B00001P4TH,"Audio CD,MP3 Music,Vinyl",1757,4.8,The Fragile,1999,
Archspire,B09C3D311X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",290,4.9,Bleed the Future,2021,
Death,B09FT5WDD2,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",261,4.9,The Sound Of Perseverance,2021,
O'Reillys & The Paddyhats,B084Z4FZP2,"Audio CD,MP3 Music,Vinyl",224,4.9,Dogs On The Leash,2020,
Slo Burn,B000006M18,"Audio CD,MP3 Music,Vinyl",56,5,Amusing the Amazing,1997,
Incubus,B000002BUY,Audio CD,204,4.9,Science,1997,
Karnivool,B00080SE96,"Audio CD,MP3 Music,Vinyl",191,4.9,Themata,2005,
Polaris,B082PRBMFY,"Audio CD,MP3 Music,Vinyl",166,4.9,The Death Of Me,2020,
Lorna Shore,B096TN98RV,"Vinyl,MP3 Music,Audio CD",153,4.9,...And I Return To Nothingness - EP,2021,
Meshuggah,B0002JEO74,"Audio CD,Vinyl",150,4.9,I,2004,
The Devil Wears Prada,B098GSYZC5,"Vinyl,MP3 Music,Audio CD",140,4.9,ZII,2022,
Pantera,B08HRXQZFV,"Vinyl,MP3 Music,Audio CD",135,4.9,Reinventing The Steel Limited Silver Tracks,2021,
Audioslave,B00376AWFM,"Vinyl,Audio CD",119,4.9,Audioslave Ogv,2011,
Crowbar,B00000JPDJ,"Audio CD,MP3 Music,Vinyl",110,4.9,Odd Fellows Rest,1999,
Gaerea,B09BY7XD8D,"Vinyl,MP3 Music,Audio CD",107,4.9,Limbo Ltd Clear & Black marbled,2021,
,B09Q8YMLYK,"Audio CD,MP3 Music,Vinyl",104,4.9,Lost In The Waves (The Complete Editon),,
Immortal,B00004WR8U,"Vinyl,MP3 Music,Audio CD",103,4.9,Damned in Black,2000,
Queens Of The Stone Age,B00006F83Y,"Audio CD,MP3 Music,Vinyl",2993,4.8,Songs for the Deaf,2002,
Iron Maiden,B000092IZZ,"Vinyl,Audio CD",2886,4.8,Somewhere in time 1986,,
Alice In Chains,B0000029F8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2807,4.8,Jar Of Flies,1994,
Nine Inch Nails,B000000GPY,"Audio CD,Audio CD",2807,4.8,Pretty Hate Machine,1989,
Alice In Chains,B000002BM5,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2816,4.8,Unplugged,1996,
Neutral Milk Hotel,B007LVWFTK,"MP3 Music,Audio CD",2747,4.8,In The Aeroplane Over The Sea,2005,
System of a Down,B0007Y4TVU,"Audio CD,MP3 Music,Vinyl",2640,4.8,Mezmerize,2005,
Linkin Park,B000PITXPU,"Vinyl,MP3 Music,Audio CD",2620,4.8,Minutes To Midnight,2008,
Testament,B08KQSFZJ2,"Vinyl,MP3 Music,Audio CD",2611,4.8,Titans of Creation,2020,
Nine Inch Nails,B000001Y5Z,"Audio CD,MP3 Music,Vinyl",2539,4.8,The Downward Spiral,1994,
Slipknot,B00005A46T,"Audio CD,MP3 Music,Vinyl",2452,4.8,Iowa,2001,
Korn,B000002AUU,"Audio CD,Vinyl,Audio, Cassette",2403,4.8,Korn,1994,
Deftones,B00004Z400,"Audio CD,MP3 Music,Vinyl",2317,4.8,White Pony,2000,
Slipknot,B00080EU58,"Audio CD,MP3 Music,Vinyl",2305,4.8,Vol. 3: The Subliminal Verses Bonus,2005,
The White Stripes,B00775N8SM,"MP3 Music,Audio CD",2325,4.8,Elephant,2003,
Rage Against The Machine,B00002MZ2C,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",2237,4.8,The Battle of Los Angeles,1999,
Rage Against The Machine,B009A9EYUO,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",5093,4.8,Rage Against The Machine,2012,
Linkin Park,B00008H2LB,"Audio CD,MP3 Music,Vinyl",5205,4.8,Meteora,2003,
ΤOOL,B000EULJLU,"Audio CD,MP3 Music",4538,4.8,10.000 Days,2006,
ΤOOL,B000000992,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",4411,4.8,Undertow,1996,
ΤOOL,B00000098N,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",4163,4.8,Opiate,1996,
Alice In Chains,B0000028M7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",4176,4.8,Dirt,1992,
ΤOOL,B00000099Y,"Audio CD,MP3 Music,Audio, Cassette",3953,4.8,Aenima,1996,
Deftones,B08G8YRWKQ,"Audio CD,MP3 Music,Vinyl",4017,4.8,Ohms,2020,
Audioslave,B00006RU5B,"Audio CD,MP3 Music,Vinyl",3858,4.8,Audioslave,2002,
The Beatles,B000O7EJZ6,"Vinyl,Audio CD,Vinyl,Audio, Cassette",3649,4.8,"The Beatles "" WHITE ALBUM "" 2 Vinyl LP Record Set UK Issue Sealed & New Direct Metal Mastered",1968,
Alice In Chains,B00000272N,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3482,4.8,Facelift,1990,
Alice In Chains,B000026EF7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3482,4.8,Facelift,1999,
AC/DC,B000024ZVR,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",3424,4.8,Razors Edge,1998,
System of a Down,B000021YQV,"Audio CD,MP3 Music,Vinyl",3311,4.8,Toxicity,2001,
SLIPKNOT,B00003ZA0T,"Audio CD,MP3 Music,Vinyl",3213,4.8,Slipknot,2008,
The Killers,B00947DZZM,Audio CD,3123,4.8,Hot Fuss,2004,
Rammstein,B002P7UCMC,"Audio CD,MP3 Music,Vinyl",1226,4.8,Liebe Ist Für Alle Da Dlx Dig,2009,
Breaking Benjamin,B002KVSJ64,"Audio CD,MP3 Music",1201,4.8,Dear Agony,2009,
Volbeat,B00009PB7Z,"Audio CD,MP3 Music,Vinyl",1206,4.8,The Strength/The Sound/The Songs,2011,
Queens Of The Stone Age,B0007QJ1MK,"Audio CD,MP3 Music,Vinyl",1186,4.8,Lullabies To Paralyze,2005,
Rammstein,B000003RCY,Audio CD,1153,4.8,Herzeleid,1996,
Godsmack,B00000ADJW,"Audio CD,MP3 Music,Vinyl",1154,4.8,Godsmack,1998,
Korn,B005F9TPZC,"Audio CD,MP3 Music,Vinyl",1156,4.8,Life Is Peachy,2011,
Three Days Grace,B002JB31S6,"Audio CD,MP3 Music,Vinyl",1141,4.8,Life Starts Now,2009,
In This Moment,B008DCSWDY,"Audio CD,MP3 Music,Audio CD,Vinyl",1144,4.8,Blood,2012,
Paradise Lost,B0863VQ2HH,"Audio CD,MP3 Music,Vinyl",1111,4.8,Obsidian,2020,
Epica,B08KQCJB48,"Audio CD,MP3 Music,Vinyl",1106,4.8,Omega Lim. 48p Earbook acoustic orchestral instrumental,2021,
Faith No More,B00002DE1M,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1089,4.8,Angel Dust,2008,
Down,B000002HJS,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",1087,4.8,Nola,1995,
Rob Zombie,B00000AEFF,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1075,4.8,Hellbilly Deluxe,1998,
The White Stripes,B00774293I,"MP3 Music,Audio CD",1078,4.8,White Blood Cells,2001,
"Zombie, Rob",B000BVNSF2,"UMD for PSP,MP3 Music,Audio CD,Vinyl,Audio, Cassette",1075,4.8,Hellbilly Deluxe,,
Rob Zombie,B0000AVBDS,"Audio CD,MP3 Music",1064,4.8,"Past, Present & Future",2003,
Nine Inch Nails,B000001Y5J,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1054,4.8,Broken,1992,
System of a Down,B00007E8V4,"Audio CD,MP3 Music,Vinyl",1034,4.8,Steal This Album!,2002,
Disturbed,B00006CTC6,"Audio CD,Vinyl",1047,4.8,Sickness,2007,
Soundgarden,B000057UWZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",1029,4.8,Badmotorfinger,1991,
Volbeat,B000MGBRHC,"Audio CD,MP3 Music,Vinyl",1030,4.8,Rock The Rebel / Metal The Devil,2007,
Rammstein,B002P3J3JY,Audio CD,1024,4.8,Liebe Ist Fuer Alle Da,2009,
White Zombie,B000000OUE,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",1017,4.8,Astro Creep: 2000,1995,
Daughtry,B099C5G3NY,"Audio CD,MP3 Music",1011,4.8,Dearly Beloved,2021,
Chevelle,B00TZILD36,"Audio CD,MP3 Music,Vinyl",1015,4.8,Wonder What's Next,2015,
Marilyn Manson,B000053VYO,"Audio CD,MP3 Music,Vinyl",996,4.8,Holy Wood,2001,
Alice In Chains,B0001LYH7U,"Audio CD,MP3 Music",966,4.8,The Essential Alice In Chains,2006,
Pantera,B000002JR8,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",972,4.8,Far Beyond Driven,1994,
Opeth,B00ELVVD6E,"Vinyl,MP3 Music,Audio CD",957,4.8,Ghost Reveries,2013,
Deftones,B004TRKH6M,"Vinyl,MP3 Music,Audio CD",953,4.8,Adrenaline,2011,
Danzig,B000068G9X,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",945,4.8,Danzig,2002,
Type O Negative,B000000H57,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",950,4.8,October Rust,1996,
Killer Be Killed,B08QBPTB2N,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",941,4.8,Reluctant Hero,2021,
Alice In Chains,B00005MKDW,"Audio CD,MP3 Music",934,4.8,Alice in Chains - Greatest Hits,2001,
Breaking Benjamin,B0002A2VS2,"Audio CD,MP3 Music",942,4.8,We Are Not Alone,2004,
Soundgarden,B000002G5K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",945,4.8,Down On The Upside,1996,
Pantera,B000002HLY,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",938,4.8,The Great Southern Trendkill,1996,
Marilyn Manson,B000092ZVW,"Audio CD,MP3 Music,Audio, Cassette",925,4.8,The Golden Age Of Grotesque,2003,
Seether,B000VI70WC,"Audio CD,MP3 Music,Vinyl",921,4.8,Finding Beauty In Negative Spaces,2007,
Volbeat,B08L3XC9T3,"Audio CD,MP3 Music,Vinyl",894,4.8,"Rewind,Replay,Rebound: Live in Deutschland",2020,
Stone Sour,B008YZXYY2,"Audio CD,MP3 Music",897,4.8,"House of Gold & Bones, Part 1",2012,
Lamb of God,B07SFK7V4M,"Audio CD,MP3 Music,Vinyl",880,4.8,VII:Sturm und Drang,2015,
Clutch,B0001MDP5O,"Audio CD,MP3 Music,Vinyl",849,4.8,Blast Tyrant,2004,
Between the Buried and Me,B0001MXNHY,"Audio CD,MP3 Music",66,4.9,Between the Buried and Me,2004,
Rammstein,B00000K1GH,"Audio CD,MP3 Music,Audio, Cassette",825,4.8,Live Aus Berlin,1999,
Breaking Benjamin,B000NJXC0I,"Audio CD,MP3 Music",813,4.8,Phobia,2007,
Faith No More,B00002DE1N,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",798,4.8,King for a Day Fool for a Lifetime,2008,
Deftones,B000095JX6,Audio CD,800,4.8,Deftones,2008,
Mudvayne,B00004WK3A,"Audio CD,MP3 Music",785,4.8,L.D. 50,2000,
Primus,B000001Y5P,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",785,4.8,Pork Soda,1993,
Breaking Benjamin,B00006GF9L,"Audio CD,MP3 Music",788,4.8,Saturate,2002,
Trivium,B0007QN8U6,"Audio CD,MP3 Music,Vinyl",790,4.8,Ascendancy,2005,
Nightwish,B086CFT7M1,"Vinyl,Audio CD",782,4.8,Decades: Live In Buenos Aires Pink/Black Splatter,2020,
Sepultura,B000000H3W,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1997,
Deftones,B005CJTM3A,"Vinyl,MP3 Music,Audio CD",763,4.8,Saturday Night Wrist,2012,
Five Finger Death Punch,B005IS565S,"Audio CD,Vinyl",754,4.8,American Capitalist,2011,
Incubus,B009VTAFP6,"Vinyl,MP3 Music,Audio CD",736,4.8,A Crow Left Of The Murder...,2013,
Alice In Chains,B0012GMUSQ,"Audio CD,MP3 Music,Audio, Cassette",720,4.8,Sap,2008,
Static-X,B00000I8U0,"Audio CD,MP3 Music,Vinyl",723,4.8,Wisconsin Death Trip,1999,
Sepultura,B0000248K7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",723,4.8,Chaos Ad,2008,
Marilyn Manson,B000001Y5X,"Audio CD,MP3 Music",720,4.8,Portrait Of An American Family,1994,
Garbage,B008BNOYXW,"Audio CD,Audio CD",716,4.8,Version 2.0,1999,
Flyleaf,B000W7Y1M4,"Audio CD,MP3 Music",704,4.8,Flyleaf,2007,
Gojira,B007XHWNTY,"Audio CD,MP3 Music,Vinyl",697,4.8,L'Enfant Sauvage,2012,
Killswitch Engage,B0001Z2TJY,"Audio CD,MP3 Music",689,4.8,The End of Heartache,2004,
Acid Bath,B0000017CA,"Audio CD,MP3 Music,Vinyl",673,4.8,When The Kite String Pops,2005,
Ministry,B000002LR6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",680,4.8,Psalm 69,1992,
Rob Zombie,B000BRD6SA,"Audio CD,Audio CD",675,4.8,Hellbilly Deluxe,2005,
Mercyful Fate,B004ZW1OW2,"Vinyl,MP3 Music,Audio CD",678,4.8,Don't Break The Oath (Picture Disc),1984,
Mr. Bungle,B00000JG41,"Audio CD,MP3 Music",671,4.8,California,1999,
Elliott Smith,B007O5DQLE,"MP3 Music,Audio CD",671,4.8,Either / Or,,
Trivium,B001CIPU3G,"Audio CD,MP3 Music,Vinyl",667,4.8,Shogun,2008,
Godsmack,B000050HRZ,"Audio CD,MP3 Music,Audio, Cassette",662,4.8,Awake,2000,
Mudvayne,B00JRBGINQ,"Audio CD,MP3 Music,Vinyl",659,4.8,The End of All Things to Come,2014,
Incubus,B007YLEMRK,"Audio CD,MP3 Music,Vinyl",656,4.8,S.C.I.E.N.C.E.,2012,
ビースト・イン・ブラック,B08SGYGP3Q,"Vinyl,MP3 Music,Audio CD",657,4.8,From Hell with Love Blue in Yellow Swirl,2021,
Nine Inch Nails,B000LXH3BK,"DVD,Multi-Format,HD DVD",639,4.8,Nine Inch Nails - Live - Beside You in Time,,
Rob Zombie,B00005Q6IJ,"Audio CD,MP3 Music,Vinyl",635,4.8,The Sinister Urge,2001,
Soundgarden,B000002GIH,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",624,4.8,Louder Than Love,1989,
Corrosion Of Conformity,B000002AOJ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",625,4.8,Deliverance,1994,
Carcass,B08X6C6Z5B,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",626,4.8,Heartwork,2021,
Soundgarden,B000002GK1,Audio CD,623,4.8,Soundgarden - Badmotorfinger,1991,
Seether,B08JD6S67W,"Vinyl,MP3 Music,Audio CD",619,4.8,Karma And Effect Opaque Burgundy,2021,
Pantera,B000002HQ7,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",621,4.8,Official Live: 101 Proof,1997,
Rage Against The Machine,B009FHRREG,"Audio CD,Vinyl",610,4.8,Rage Against The Machine - XX,2012,
Suicidal Tendencies,B004WQZP1M,"MP3 Music,Audio CD",611,4.8,Suicidal Tendencies (Original Vinyl Edition),1983,
Soundgarden,B01LY3KJQO,"Audio CD,MP3 Music,Vinyl",601,4.8,Badmotorfinger,2016,
Bullet for My Valentine,B000E0WJIC,"Audio CD,MP3 Music",601,4.8,The Poison,2006,
Deftones,B00006ILMJ,"Audio CD,Vinyl",600,4.8,White Pony,2006,
Clutch,B000002HHN,"Audio CD,MP3 Music,Vinyl",596,4.8,Clutch,1995,
Morbid Angel,B00C8UN1P6,"MP3 Music,Audio CD",593,4.8,Altars Of Madness (Original Edition),1989,
Type O Negative,B000ION6YA,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",589,4.8,Dead Again,2007,
Stone Sour,B00006FYG0,"Audio CD,MP3 Music",570,4.8,Stone Sour,2002,
Linkin Park,B0000DJZAM,"Audio CD,MP3 Music",576,4.8,Live In Texas,2003,
Queens Of The Stone Age,B00000AGA0,"Audio CD,MP3 Music,Vinyl",573,4.8,Queens of the Stone Age,1998,
Lamb of God,B006RE76KA,"MP3 Music,Audio CD",570,4.8,As The Palaces Burn (Picture Disc),2004,
Bruce Dickinson,B008HWBGVU,"MP3 Music,Audio CD",566,4.8,Accident Of Birth,1997,
Rammstein,B00016MT6Q,DVD,550,4.8,Rammstein - Lichtspielhaus,,
Rammstein,B0000YWHOI,DVD,550,4.8,Lichtspielhaus,,
Faith No More,B00DVT54RQ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",547,4.8,Album of the Year,2013,
Avenged Sevenfold,B001DMJ9R4,"Audio CD,MP3 Music,Vinyl",549,4.8,Live In The LBC & Diamonds In The Rough,2008,
Disturbed,B085JZZGKW,"Vinyl,MP3 Music",543,4.8,The Sickness,2020,
Electric Wizard,B000FBHC7S,"Audio CD,MP3 Music,Vinyl",537,4.8,Dopethrone,2017,
Anthrax,B09WX5F95X,"MP3 Music,Audio CD",533,4.8,Persistence Of Time - Exclusive Limited Edition Orange & Black Quad Colored Vinyl 4LP,,
The White Stripes,B00770W66C,"MP3 Music,Audio CD",529,4.8,De Stijl,2000,
Pantera,B0000CE9VW,Audio CD,521,4.8,Reinventing Hell - Best Of Pantera,2008,
Benediction,B08DSX914X,Audio CD,522,4.8,Scriptures,2020,
Screaming Trees,B009F6BO46,"MP3 Music,Audio CD",519,4.8,Sweet Oblivion,1992,
Burzum,B0007WL7CG,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",515,4.8,Filosofem,2006,
Red,B000FIHJLU,"Audio CD,MP3 Music",509,4.8,End Of Silence,2006,
Meshuggah,B0012E6R3M,"Audio CD,MP3 Music,Vinyl",503,4.8,Obzen,2008,
Sepultura,B082SZVBNY,"Audio CD,MP3 Music",501,4.8,クアドラ オールド・スラッシュ・フィーリングの復活、トライバル・パーカッション、シンフォニック・アレンジメント等キャリアを総括 日本語解説書封入/歌詞対訳付,2020,
Killswitch Engage,B000065894,"Audio CD,MP3 Music,Vinyl",493,4.8,Alive or Just Breathing,2002,
,B002FAG9EO,"Audio CD,MP3 Music,Audio CD",492,4.8,All Hope is Gone - Slipknot (2008),,
Danzig,B000068GA4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",491,4.8,Danzig II: Lucifuge,2002,
Stormkeep,B09FTFD59P,"Audio CD,MP3 Music,Vinyl",62,4.9,Tales Of Othertime,2022,
Papa Roach,B08MRR7NHX,"Vinyl,MP3 Music,Audio CD",468,4.8,Greatest Hits Vol. 2 The Better Noise Years Triple US Version,2021,
Clutch,B0009NSE1K,"Audio CD,MP3 Music,Vinyl",466,4.8,Robot Hive: Exodus,2005,
Amaranthe,B08LRHH887,"Vinyl,MP3 Music,Audio CD",454,4.8,Manifest,2020,
Ramones,B0043SM2DI,"MP3 Music,Audio CD",454,4.8,Leave Home (Picture Disc),1977,
Morbid Angel,B00CHCG8JQ,"MP3 Music,Audio CD",449,4.8,Blessed Are The Sick,1991,
In Flames,B089TV179C,"Audio CD,MP3 Music,Vinyl",449,4.8,Clayman,2020,
