artist,asin,media,review_count,star_rating,title,year
Various Artists,B000042O2X,Audio CD,6,4.6,Metal for Muthas Vol.1,2000
Girlschool,B00008EUEQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",27,4.1,Take a Bite,1990
Deep Purple,B000F3A9IK,Audio CD,7,4.5,Highway Stars,2006
Saxon,B0007LPJAI,"Vinyl,Audio CD",7,4.5,Saxon,2008
Budgie,B00000JRLI,Audio CD,7,4.5,We Came We Saw,1999
Uriah Heep,B000228SQO,DVD,11,4.3,Uriah Heep: The Anthology [DVD],
Harley Davidson Road Songs,B0000508U3,Audio CD,26,4.1,Harley Davidson: Legendary Road Songs,2000
Deep Purple,B00005MFN6,Audio CD,26,4.1,This Time Around: Live In Tokyo,2009
Venom,B000BLI3G6,"Audio CD,MP3 Music,Audio CD",11,4.3,MMV,2005
Diamond Head,B00005173B,Audio CD,11,4.3,DIAMOND NIGHT,2000
Black Sabbath,B00008AOUI,DVD,4,4.9,Black Sabbath,
Uriah Heep,B000005EJ8,Audio CD,15,4.2,"King Biscuit Flower Hour Presents Uriah Heep: Live on February 8, 1974 in San Diego, CA",1997
Girlschool,B00005Y3L5,"Audio CD,MP3 Music",5,4.7,21st Anniversary: Not That Innocent,2001
Venom,B00009ZUK0,"Audio CD,MP3 Music",5,4.7,Witching Hour,2008
Satan,B00000J9RN,Audio CD,5,4.7,Into the Future / Suspended Sentence,2007
Saxon,B000BRHRY4,"Audio CD,MP3 Music,Audio CD",5,4.7,Diamonds & Nuggets,1978
Uriah Heep,B00014NETY,DVD,5,4.7,Uriah Heep: Three Sides of Heep,
Venom,B0000DETF2,"Audio CD,MP3 Music",5,4.7,Skeletons in the Closet,2006
Deep Purple,B00000IHBM,"Audio CD,Audio CD",5,4.7,Live in Japan,1999
Psycho Motel,B00004TKR1,Audio CD,8,4.4,State of Mind,2002
Silverhead,B0000C9VNF,Audio CD,8,4.4,Purple People,2003
Deep Purple,B00004SRKE,"Audio CD,Vinyl",8,4.4,Under the Gun,2001
Ian Gillan,B00003EPVH,"Audio CD,MP3 Music",8,4.4,Live at BBC 1979-80,2000
Deep Purple,B00005A0KG,Audio CD,10,4.3,Mk III: Final Concerts,2001
Deep Purple,B0009EP04I,"Audio CD,Audio CD",10,4.3,Come Taste the Band,2008
Uriah Heep,B00005AFPI,"Audio CD,Vinyl",10,4.3,Magicians Birthday,
Deep Purple,B00005MNKQ,Audio CD,50,4,This Time Around: Live in Tokyo,2001
Roger Glover,B0012EI8FM,"Multi-Format,Blu-ray",46,4,Deep Purple Live: They All Came Down to Montreux [Blu-ray],", et al."
Queen,B0002W5BVO,Audio CD,13,4.2,Live at Wembley 86,2005
Iron Maiden,B0001P1B4I,DVD,20,4.1,Iron Maiden - The Legacy of the Beast (Unauthorized) [DVD],
Quartz,B002NYHBWQ,"Audio CD,Vinyl",20,4.1,Live: Quartz,2009
Thin Lizzy,B000067J0A,DVD,40,4,Thin Lizzy - The Boys Are Back in Town,
Led Zeppelin,B001BWTVP6,Audio CD,39,4,Led Zeppelin: The Definitive Collection,2008
Ian Astbury,B000N3SUB0,DVD,37,4,"The Cult: Irving Plaza, New York City [DVD]",", et al."
Motörhead,B000005EJA,Audio CD,6,4.5,King Biscuit Flower Hour Presents Motorhead,1997
Ozzy Osbourne,B000007T45,Audio CD,18,4.1,Diary Of A Madman/Bark At The Moon/The Ultimate Sin,1998
スピリット,B00001SIF0,Audio CD,18,4.1,Sony Music 100 Years: Soundtrack For A Century,1999
Iron Maiden,B000LXECJG,"Vinyl,Audio CD,Vinyl",12,4.2,Be Quick Or Be Dead (Picture Disc),1992
Ian Gillan,B000050F4P,Audio CD,6,4.5,No Fire Without Smoke,2000
Deep Purple,B000NA2PRI,Audio CD,9,4.3,In Concert / Live Montreaux 96 Set,2017
Budgie,B0009G1I8S,Audio CD,18,4.1,Best of Rock,2005
Motörhead,B00070Q804,Audio CD,9,4.3,Motorhead,2005
Black Sabbath,B0001LYG0I,Audio CD,6,4.5,Paranoid / Iron Man,2004
Reign of Terror,B00005B5OC,Audio CD,4,4.8,Sacred Ground,2001
Motörhead,B00002ZZKB,"Audio CD,Audio CD",9,4.3,Dirty Love,1999
Girlschool,B000006ZU9,Audio CD,6,4.5,Collection,
Deep Purple,B00008KH8Y,Audio CD,7,4.4,Burn/Stormbringer,
Blind Fury,B000HEWKU2,"Audio CD,MP3 Music,Audio CD,Vinyl",7,4.4,Out of Reach,2007
Quartz,B0001MXRKC,"Audio CD,Vinyl",7,4.4,Satan's Serenade: The Early Years,2006
Holocaust,B0000CAPZO,"Audio CD,MP3 Music,Audio CD,Vinyl",7,4.4,Live: Hot Curry & Wine,2003
Benny Andersson,B000LYU68Q,Audio CD,17,4.1,"Ρianο: Music from ABBA, Chess and more... (Εurοpean CD Εditiοn)",2017
Uriah Heep,B00005IB6Y,Audio CD,5,4.6,Ballads: Uriah Heep,2001
Angel Witch,B00000DTOE,Audio CD,5,4.6,Live: Angel Witch,1990
Deep Purple,B000GIWS1K,DVD,5,4.6,Deep Purple: Reflections,
Uriah Heep,B000FWGU3O,Audio CD,5,4.6,Firefly,2007
Various Artists,B00000DCXB,Audio CD,30,4,Best Of Heavy Metal,1998
Iron Maiden,B0001GYJQE,Audio CD,16,4.1,No More Lies,
Deep Purple,B000UCC84O,Audio CD,11,4.2,Live In San Diego 1974,2007
Thin Lizzy,B000BM3K68,DVD,11,4.2,Thin Lizzy: The Ultimate Collection,
,6301991362,"VHS Tape,Audio DVD",11,4.2,Dedication: The Very Best of Thin Lizzy VHS,
Dream Theater,B09M8WS579,"Vinyl,MP3 Music,Audio CD",125,3.9,Lost Not Forgotten Archives: The Majesty Demos 1985-1986,2022
John Entwistle,B000005EJD,Audio CD,15,4.1,King Biscuit Flower Hour Presents Girlschool In Concert,1997
Various Artists,B000001NYR,Audio CD,8,4.3,18 Headbangers From the 80's,1995
Thin Lizzy,B0007YH6KG,DVD,8,4.3,Rock Review: Thin Lizzy - A Critical Retrospective,
"GILLAN,IAN",B00005AQR9,"Audio CD,MP3 Music",8,4.3,Live Yubin Chokin Hall Hiroshima 1977,2001
Saxon,B00002R0QI,Audio CD,8,4.3,Live at Donnington 1980,2000
Girlschool,B000008NEP,"Audio CD,MP3 Music",10,4.2,Girlschool,1992
,B00000B4QE,Audio CD,3,5,Finest of Hard Rock V.1,
,6302191971,"VHS Tape,DVD",3,5,Ozzy Osbourne: Don't Blame Me VHS,
Tygers of Pan Tang,B000A14OK6,Audio CD,3,5,Big Game Hunting: The Rarities,2005
Blitzkrieg,B000006ZEI,Audio CD,3,5,Unholy Trinity,2001
Deep Purple,B001A9TK2E,Audio CD,3,5,III Japanese Papersleeve,2008
Motörhead,B000RE6120,"Audio CD,Audio CD",3,5,Bomber,2007
Ozzy Osbourne,B000PWQOCQ,Audio CD,10,4.2,Ozzmosis,2007
Saxon,B000CBO0YE,Audio CD,3,5,Wheels of Steel,2007
Queen,B000AU1O82,Audio CD,3,5,Jewels 1 & 2,2007
Deep Purple,B00013PHCM,Audio CD,3,5,New Live & Rare,2004
Deep Purple,B00008Z6TX,Audio CD,3,5,Live in London 1974,2003
Deep Purple,B00008BDNH,Audio CD,3,5,III,
Iron Maiden,B00005USLM,Audio CD,3,5,Rock in Rio,2002
Motörhead,B00005UEPT,Audio CD,3,5,Speed Not Comfort,2002
Judas Priest,B0000564MV,Audio CD,3,5,Killing Machine,
Thin Lizzy,B000055XAU,"Audio CD,Audio CD,Vinyl",3,5,Boys Are Back in Town,
Judas Priest,B000023Z5H,Audio CD,3,5,Simply The Best,2011
Motörhead,B00000JWPI,"Audio CD,Vinyl",3,5,Born to Lose Live to Win,
,B00000E164,"Audio CD,Vinyl",3,5,Flight of Icarus - The Trooper,
Blitzkrieg,B00000DB40,"Audio CD,Vinyl",3,5,Mists of Avalon,
Deep Purple,B000007N8P,"Audio, Cassette",3,5,Abandoned,1998
Thin Lizzy,B0000074FP,"Audio CD,Audio CD",10,4.2,Wild One-Best Of,1996
12,B000001O0I,"Audio Cassette,Audio CD",3,5,Vol. 1-18 Rock Hard Hits,1998
Jaguar,B000059LEQ,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",14,4.1,Power Games,2001
Black Sabbath,B00079WKZC,"Audio CD,Vinyl,Audio, Cassette",23,4,We Sold Our Souls for Rock 'N Roll,1976
Chyld,B0794XP33Z,Audio CD,4,4.7,Chyld - Lite The Nite Sessions 1986,2019
Judas Priest,B000251Y1M,"Audio CD,Audio, Cassette",4,4.7,Delivering the Goods,2002
Venom,B000024IBK,"Audio CD,MP3 Music,Vinyl",4,4.7,Welcome to Hell,
Diamond Head,B00164POLY,Audio CD,4,4.7,Canterbury,2008
Stray,B000MQ4YXG,"Audio CD,MP3 Music,Vinyl",4,4.7,Hearts of Fire,2007
Witchfynde,B00005RDGS,"Audio CD,MP3 Music",4,4.7,The Witching Hour,2002
Thin Lizzy,B0000074FM,"Audio CD,Vinyl",4,4.7,Rockers,2005
Motörhead,B00000619V,Audio CD,4,4.7,Motorhead The Singles Collection,1998
Led Zeppelin,B0009QZ438,DVD,13,4.1,Inside Led Zeppelin 1968-1980: The Definitive Critical Review [DVD],
Demon,B000LQR7IQ,"Audio Cassette,MP3 Music,Audio CD,Vinyl",13,4.1,British Standard Approved,
UFO,B0007XCNN2,Audio CD,6,4.4,UFO , Walk on Water +1 [Japan Import]
Ian Gillan,B000WS4PII,Audio CD,6,4.4,Gillan's Best,2007
Uriah Heep,B0007NLRPW,DVD,6,4.4,Inside Uriah Heep 1976-1980 [DVD],
White Spirit,B0009HL0PI,"Audio CD,MP3 Music,Vinyl",5,4.5,White Spirit,2005
,6302761956,VHS Tape,5,4.5,Metal Works '73-'93,
Holocaust,B00009969X,"Audio CD,MP3 Music",5,4.5,Primal,2003
,6305817073,VHS Tape,5,4.5,Greatest Flix 3,
Psycho Motel,B00004TKR0,"Audio CD,Audio CD",9,4.2,Welcome to the World,2002
Uriah Heep,B000007VB6,"Audio CD,MP3 Music",9,4.2,Best of Uriah Heep Part 2,2000
Thin Lizzy,B00004OCP7,Audio CD,9,4.2,Universal Masters Collection,1999
Praying Mantis,B00008VFE2,"Audio CD,Audio CD",9,4.2,Journey Goes on,2003
,B00005664Y,Audio CD,9,4.2,Queen - Greatest Hits Vol.2,
Thin Lizzy,B00005NF0M,"Audio CD,Vinyl",46,3.9,Life: Live,2001
Venom,B00006SFA9,"Audio CD,MP3 Music,Audio CD",7,4.3,Kissing the Beast,2002
Diamond Head,B0000DETEM,"Audio CD,MP3 Music,Vinyl",17,4,Evil Live,2002
Ozzy Osbourne,B0009J8GD0,Audio CD,11,4.1,Under Cover,2005
Bronz,B004ER2GKC,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",11,4.1,TAKEN BY STORM US BRONZE 1984 10 TRACK HORSE SLEEVE BUT HAS SMALL DELETION CUT 901661,
Motörhead,B00005OW5W,"Audio CD,MP3 Music",4,4.6,Chase Is Better Than Catch: Singles A's & B's,2001
Queen,B000008JOF,Audio CD,8,4.2,Queen Collection,1998
Thin Lizzy,B000008LJ2,"Audio CD,Audio, Cassette",4,4.6,Black Rose,1993
Judas Priest,B000NJVWUK,Audio CD,32,3.9,Live In Concert 25th June 1980,2009
UFO,B000001LL2,Audio CD,16,4,Lights Out In Tokyo: Live,1993
Stray,B000MQ4YWW,"Audio CD,MP3 Music,Vinyl",4,4.6,Stand Up & Be Counted,2007
Gary Moore,B000CEVTZE,Audio CD,16,4,Rock Collection,2006
Jaguar,B00009QI41,Audio CD,4,4.6,Run Ragged,2003
Motörhead,B00005AFNN,"Audio CD,MP3 Music",4,4.6,Over the Top: Rarities,
,B000026C6J,Audio CD,4,4.6,Motörhead Plugged In!,
Atlantic Label (Series),B000002IRT,Audio CD,4,4.6,Atl Rock N Roll Box,1991
Queen,B00199PPCY,DVD,15,4,Queen: We Thank You All,
Ozzy Osbourne,B00000EHN4,"Audio, Cassette,Audio CD,Vinyl",10,4.1,No Rest for the Wicked,
Led Zeppelin,B0007YH6T2,DVD,10,4.1,Rock Review: Led Zeppelin - A Critical Retrospective,
Uriah Heep,B00005NQHV,Audio CD,6,4.3,Blood on Stone: Anthology 2,2001
Judas Priest,B0000457AP,Audio CD,14,4,Genocide,2000
Deep Purple,B0001BS3WK,"Audio CD,Vinyl",14,4,Live on the BBC,2004
HELLANBACH,B002Q85A0E,"Audio CD,MP3 Music,Vinyl",5,4.4,Now Hear This,2009
Queen,B000J3FCGU,Audio CD,5,4.4,Collector's Box,2007
Thin Lizzy,B00008F5S7,"Audio CD,Audio CD,Vinyl",5,4.4,Collection,1994
Venom,B00005MK2E,Audio CD,5,4.4,Triple Dose of Venom,2001
Deep Purple,B00005MEW3,"DVD,VHS Tape",24,3.9,"Deep Purple - New, Live and Rare",
Deep Purple,B00008WT0P,"Audio CD,Audio CD",3,4.8,Essential,
,B00005MHOL,"VHS Tape,DVD",24,3.9,"Deep Purple - New, Live and Rare VHS",
Holocaust,B0000070XD,Audio CD,3,4.8,Spirits Fly,
Motörhead,B000005D3U,Audio CD,3,4.8,Archive,1997
Deep Purple,B000006P82,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",13,4,Smoke on the Water,1998
Deep Purple,B00000B9E8,Audio CD,13,4,Purplexed,2011
Led Zeppelin,B000NOKFAI,DVD,13,4,Led Zeppelin: Up Close & Personal,
Ian Gillan,B00020JQMG,Audio CD,7,4.2,Mercury High-Story of,2004
Girlschool,B000066NX8,"Audio CD,MP3 Music",7,4.2,Very Best of,2002
Morbid Angel,B000QJFTQK,"Audio CD,MP3 Music,Audio CD,Vinyl",7,4.2,Blood Pressure Monitor Upper Arm Accurate Automatic BP Machine Dual GGG1251,
Iron Maiden,B000NJXC8U,DVD,7,4.2,Iron Maiden (Rock Case Studies),
Witchfynde,B0007PLZAW,"Audio CD,MP3 Music,Vinyl",7,4.2,Stagefright,2005
Motörhead,B00006FI7U,Audio CD,7,4.2,Tear Ya Down: The Rarities,2002
Praying Mantis,B00005662R,Audio CD,7,4.2,To the Power of Ten,
Led Zeppelin,B000FQWFRK,DVD,9,4.1,The Origin of the Species: Led Zeppelin,
David Byron,B000MEYJIS,DVD,9,4.1,Uriah Heep: Wizards and Demons [DVD],
Deep Purple,B00015TUHS,"Audio CD,Audio CD",9,4.1,Friends & Relatives Album,2004
Novembers Doom,B0017V7HFC,"Audio CD,MP3 Music",4,4.5,Amid Its Hallowed Mirth,2008
Black Axe,B000008IEP,"Audio CD,Audio, Cassette",4,4.5,New Wave of British Heavy Metal - '79 Revisited,", et al."
Led Zeppelin,B000S6LTJW,"Vinyl,Audio CD",4,4.5,Led Zeppelin III,2008
Black Sabbath,B00007KL44,Audio CD,4,4.5,Past Lives,
Uriah Heep,B00005MKSB,Audio CD,4,4.5,Electrically Driven, | 
Stray,B000057W4K,Audio CD,4,4.5,Dangerous Games,2001
Samson,B0000059Q6,"Audio CD,Vinyl",4,4.5,Thank You And Goodnight... Live,1996
Ian Gillan,B000EBGEE6,DVD,19,3.9,Live in Edinburgh 1980,", et al."
Judas Priest,B000YMOA6Y,Audio CD,9,4.2,Judas Priest: Super Hits,2007
Deep Purple,B001A9TK3S,Audio CD,8,4.1,California Jam 1974,2008
Ian Gillan,B0002IQ00O,Audio CD,8,4.1,Talisman-In the Studio & on Stage,2004
Deep Purple,B000006Y3J,Audio CD,8,4.1,Butterfly Ball Wizards Convention,
UFO,B00009N1ZI,Audio DVD,3,4.7,Lights Out in Tokyo,2003
"GILLAN,IAN",B0001CM0A0,Audio CD,6,4.2,Rockfield Mixes,2004
The Reign of Terror,B00005AU94,Audio CD,6,4.2,Sacred Ground,2001
Ian Gillan,B000G7PO62,"DVD,VHS Tape",10,4,Live at the Rainbow 1977,
UFO,B00000AWMZ,Audio CD,10,4,Phenomenon/Force It,1999
"Gillan, Ian",B0007LN3OC,"DVD,VHS Tape",10,4,Live at Rainbow 1977,
Legend,B00006418A,Audio CD,15,3.9,Anthology,1982
Saxon,B00005QYAZ,Audio CD,4,4.4,Killing Grounds,2002
Saxon,B000084IS7,Audio CD,4,4.4,Live at Monsters of Rock,2007
Samson,B00005YE68,Audio CD,4,4.4,Refugee,1996
Judas Priest,B002B5WUDW,Audio CD,7,4.1,A Touch of Evil,2009
David Coverdale,B001A9TK6U,Audio CD,4,4.4,North Winds,2008
Thin Lizzy,B000RJEJ0G,Audio CD,4,4.4,Silver Collection,2008
Led Zeppelin,B000FVGMT2,DVD,7,4.1,Led Zeppelin: Reflections,
Ozzy Osbourne,B000067JQG,Audio CD,4,4.4,Live at Budokan,2008
Rocktastic!,B000001LH6,"Audio CD,Audio CD",4,4.4,Rocktastic,1994
"GILLAN,IAN -BAND-",B000CCZQP0,"Audio CD,Vinyl,Audio, Cassette",26,3.8,Clear Air Turbulence,2017
Orleans,B0000038Z4,Audio CD,3,4.6,Orleans Live Volume 1,1994
Girlschool,B000GCNMG6,Audio CD,3,4.6,Cheers You Lot [LP VINYL],
Thin Lizzy,B00007DXID,Audio CD,3,4.6,Bad Reputation,2003
Motörhead,B00005UC4F,"Audio CD,Vinyl",3,4.6,No Class,2002
Saxon,B00004WGZ1,Audio CD,3,4.6,Live in the Raw,2002
Motörhead,B00004RIBP,Audio CD,3,4.6,Everything Louder Than Everyone,2003
Venom,B00001NFFH,Audio CD,3,4.6,Buried Alive,1999
Judas Priest,B000007PD2,Audio CD,23,3.8,Metal Gods,1998
Deep Purple,B000005EHR,Audio CD,22,3.8,Live at the California Jam,1996
DIANNO,B0007VV7DQ,DVD,22,3.8,DI'ANNO - LIVE IN LONDON,
Venom,B0007VV7DG,DVD,22,3.8,Venom: Live in London,
Deep Purple,B0000AKXFO,Audio CD,22,3.8,Purple & Other Colours Set,2017
Various Artists,B000042OF0,Audio CD,2,5,Double Shot: Metal,2000
Helsott,B09V5LTCPM,"Audio CD,MP3 Music,Vinyl",2,5,Will And The Witch,2022
Judas Priest,B001DZDUBC,Audio CD,2,5,Metalogy,2008
Deep Purple,B001A9TK38,Audio CD,5,4.2,Deep Purple In Concert 1970 & 1972,2008
Deep Purple,B0002M1VNQ,Audio CD,5,4.2,1990-1996,2004
Various Artists,B000068GTH,"Audio CD,MP3 Music",2,5,Neat Singles 2,2003
Motörhead,B0000005T4,Audio CD,2,5,Live - Lock Up Your Daughters,1994
Judas Priest,B002IUHFMQ,Vinyl,2,5,The Best of Judas Priest [Import],
Ozzy Osbourne,B0027BECT0,Audio CD,2,5,Essential (Blu-Spec CD),
Deep Purple,B001I1LLN0,"Audio CD,Vinyl",2,5,Collection,2008
Ritual,B001G9FAKO,"Audio CD,Audio CD",2,5,Valley Of The Kings,2010
Uriah Heep,B001294MPW,Audio CD,2,5,Transmissions-Magician,
Motörhead,B000RE613E,"Audio CD,Audio CD",2,5,Another Perfect Day,2007
Deep Purple,B000NKHS9I,Audio CD,2,5,Colour Collection,2008
Thin Lizzy,B000NJM6SM,"Audio CD,Audio CD",2,5,Colour Collection,2007
Venom,B000LWWV68,Audio CD,2,5,"Old, New, Borrowed  And Blue",1993
,B000LWSHTS,Vinyl,2,5,"Holy Smoke (12"" Vinyl)",
IRON MAIDEN,B000K502DA,Audio CD,2,5,17 Numbers By The Beast,2002
Judas Priest,B000IOCAY2,Audio CD,2,5,Stained Class (1978) / Point of Entry (1981),
Samson,B000ECXTHA,Audio CD,2,5,Tomorrow & Yesterday,2006
,B000ECWYD0,Audio CD,2,5,Rocka Rolla / Sad Wings of Destiny,
Deep Purple,B000ECWY44,"Audio CD,Vinyl",8,4,The Collection,2011
Judas Priest,B000BX4D22,Audio CD,2,5,Best of: Judas Priest,2006
Thin Lizzy,B0009N2UVU,"Audio CD,Audio CD",2,5,Best 1200,2007
Ian Gillan,B00031YBDI,Audio CD,2,5,Clear Air Turbulance (Mini Lp Sleeve),
Blitzkrieg,B0001XQBC2,"Audio CD,MP3 Music",2,5,Absolutely Live,2004
Def Leppard,B000159EC4,"Audio CD,Audio CD,Vinyl",2,5,Interview,2003
Def Leppard,B000091GWC,Audio CD,2,5,Def Leppard - Let's Get Rocked - Bludgeon Riffola - 866 591-2,
Deep Purple,B00008Z6TW,Audio CD,2,5,Days May Come & Days May Go (Jpn Lp Slee,
Ian Gillan,B00008G572,"Audio CD,Audio, Cassette",2,5,Very Best Of Gillan,2000
Stray,B00007MBZB,"Audio CD,MP3 Music",2,5,Live In Yer Face,2003
Raven,B00005Y9PR,"Audio CD,Audio, Cassette",2,5,Visions Within,1995
Samson,B00005V4UR,"Audio CD,MP3 Music,Vinyl",5,4.2,Riding With the Angels,2002
Persian Risk,B00005NY5K,Audio CD,2,5,Rise Up,
Uriah Heep,B00005IB6X,Audio CD,5,4.2,Empty The Vaults: The Rarities,2001
Holocaust,B000050F6C,"Audio CD,MP3 Music",2,5,Courage to Be,2001
,B00004Y25X,"Audio CD,Vinyl",2,5,Easy Livin,
Uriah Heep,B00004R97U,Audio CD,2,5,Still Eavy Still Proud,2000
Iron Maiden,B00002DD08,Audio CD,2,5,Futureal / The Angel And The Gambler Video,1998
Samson,B0000258W3,"Audio CD,MP3 Music",5,4.2,Past Present & Future,2000
Saxon,B000007WO7,Audio CD,2,5,Burrn! Presents Best of Saxon,2000
Elvis Presley,B000007OVQ,Audio CD,2,5,Hits of Led Zeppelin: Vol.1,1998
Venom,B0000075UE,"Audio CD,Vinyl",2,5,Official Bootleg,
Asia,B000006ENS,"Audio CD,Audio, Cassette",2,5,Best of Hard Rock,1998
Motörhead,B000000H62,Audio CD,2,5,Best of Motorhead II,1995
Deep Purple,B00000086E,Audio CD,2,5,Complete Episode Six,1994
Led Zeppelin,B000GI367U,DVD,6,4.1,Led Zeppelin: The First Album,
Motorhead,B0007URSWQ,DVD,6,4.1,Inside Motorhead [DVD],
Motörhead,B00005B153,Audio CD,6,4.1,Bite the Bullet,2001
Motörhead,B000654YTW,Audio CD,4,4.3,Extended Versions,2004
Bronz,B0000BWVE3,"Audio CD,MP3 Music",4,4.3,Live: Getting Higher 1982-2002,2003
Deep Purple,B00004W1SU,Audio CD,17,3.8,Extended Versions,2000
Diamond Head,B000001CA0,Audio CD,3,4.5,TO HEAVEN FROM HELL,1997
Deep Purple,B000Q66HHS,Audio CD,3,4.5,They All Came Down To Montreux,2007
Deep Purple,B0000V427G,"Audio CD,Audio CD",3,4.5,Live & Rare,2004
Aragorn,B0000E69LH,Audio CD,3,4.5,Noonday: Aragorn Anthology,2003
Motorhead,B00000JLIR,Audio CD,3,4.5,Live Loud & Lewd,1999
Deep Purple,B0000061AG,Audio CD,7,4,Gemini Suite,1998
Deep Purple,B001A9TK2O,Audio CD,7,4,Scandinavian Nights Stockholm 1970,2008
Queen,B00004SOPK,Audio CD,37,3.7,Pre Ordained,2005
,B0000897DG,DVD,15,3.8,Greatest Flix II,
,B00003JA9G,"VHS Tape,DVD",15,3.8,Greatest Flix II,
Uriah Heep,B000FTJ6SS,DVD,9,3.9,Uriah Heep - The Live Broadcasts [DVD],
Led Zeppelin,B000A2HA88,DVD,31,3.7,Music Box Biographical Collection: Led Zeppelin [DVD],
Asia,B0002HODHM,DVD,5,4.1,Stadium Rock: The Anthology,", et al."
Jaguar,B003PF31I0,"Audio CD,Vinyl",6,4,This Time,
Black Sabbath,B0029LCRIG,Audio CD,4,4.2,Technical Ecstacy,
Motörhead,B001BOBYYA,Audio CD,4,4.2,Motorizer,2008
Ozzy Osbourne,B000PWQOC6,Audio CD,4,4.2,Just Say Ozzy,2007
Jaguar,B000MDH6NE,Audio CD,2,4.8,Holland 82,2007
Black Sabbath,B000GCG6BO,DVD,4,4.2,Total Rock Review: Black Sabbath,
Venom,B000G6THPC,"Audio CD,MP3 Music",4,4.2,The Waste Lands,1992
Trespass,B0002VERG0,Audio CD,6,4,One of These Days: Trespass Anthology,2004
Satan,B0002UJKOK,Audio CD,4,4.2,Live in the Act,2004
Chariot,B00013TBNI,"Audio CD,MP3 Music,Vinyl",2,4.8,Warrior,2004
Motörhead,B00006FI7S,"Audio CD,MP3 Music,Audio CD",2,4.8,Keep Us on the Road: Live 1977,2002
Venom,B00006F7Y1,"Audio CD,Audio CD",3,4.4,Better Live Than Dead,2003
Led Zeppelin,B00004UFZN,"Audio CD,Audio, Cassette",6,4,トランプルド・アンダーフット,1998
Motörhead,B000005REO,Audio CD,4,4.2,Take No Prisoners,1998
Black Sabbath,B00004VEIA,"Audio CD,MP3 Music,Audio, Cassette",11,3.8,Children of the Grave,
Thin Lizzy,B00062IZUY,DVD,11,3.8,Inside Thin Lizzy 1971-1983 - An Independant Critical Review [DVD],
Star Profile (Interview Series),B00000DGRK,Audio CD,11,3.8,Star Profile,1999
Iron Maiden,B00000J80W,"Audio CD,MP3 Music",20,3.7,666 The Number One Beast: A Tribute To Iron Maiden,1999
Led Zeppelin,B0006HC0GE,"DVD,Audio CD",18,3.7,Inside Led Zeppelin a Critical Review 1968-1972 [DVD],
Free,B0002C9WZ0,Audio CD,18,3.7,Critical Review 1968-1972,2004
Praying Mantis,B00005662L,Audio CD,7,3.9,A Cry for the New World,1998
Praying Mantis,B0000516SN,"Audio CD,MP3 Music",10,3.8,Nowhere to Hide,2000
Samson,B0000549CE,Audio CD,2,4.7,Live in London,2001
Primal Fear,B0000087RC,"Audio CD,Audio CD",2,4.7,Primal Fear,1997
Saxon,B0000APVH2,DVD,16,3.7,Saxon - Rock Has Landed - It's Alive,
Saxon,B0000942P9,DVD,16,3.7,Saxon: Rock Has Landed - It's Alive,
Uriah Heep,B0000074PD,Audio CD,3,4.3,Rarities From the Bronze Age,
Holocaust,B000059T99,Audio CD,3,4.3,Live Hot Curry & Wine,2001
Ian Gillan,B00000890M,"Audio CD,Vinyl,Audio, Cassette",5,4,Scarabus,
Thin Lizzy,B000M5B7MI,DVD,5,4,Thin Lizzy: Up Close and Personal,
Led Zeppelin,B000I5XCUW,DVD,5,4,Led Zeppelin: The Definitive Review 3DVD Set,
Deep Purple,B00009QG7J,Audio CD,5,4,Essential,2003
Venom,B00001SIFX,Audio CD,5,4,Eine Kleine Nachtmusic,1999
,B000B0QJMW,DVD,9,3.8,Rock Milestones 4,
Saxon,B001DK4B60,Audio CD,9,3.8,Rock Has Landed It's Alive,2008
Deep Purple,B000B0QJM2,DVD,45,3.6,Rock Milestones: Deep Purple's Made in Japan [DVD],
Uriah Heep,B0007ZEN2E,DVD,4,4.1,Uriah Heep Between Two Worlds,
Girlschool,B00134O152,Audio CD,4,4.1,Live Race With the Dev,2008
Black Sabbath,B0006HC0IM,DVD,6,3.9,Inside Black Sabbath: A Critical Review 1970-1992,
,B00018WMYI,DVD,8,3.8,Def Leppard: Pyro-Graphic,
,B000001LKS,VHS Tape,2,4.6,Best of [VHS],
Saxon,B000062XI3,DVD,31,3.6,Classic Rock Legends: Saxon [DVD],
"Gillan, Ian",B000062XHU,DVD,31,3.6,Classic Rock Legends,
,B00005Y8T7,"VHS Tape,DVD",31,3.6,Classic Rock Legends: Ian Gillan [VHS],
Uriah Heep,B000FI8TCI,Audio CD,3,4.2,Live: Uriah Heep,2007
Al Atkins,B000MKXEHO,Audio CD,3,4.2,Demon Deceiver,2007
Uriah Heep,B00008F0BG,"Audio, Cassette,Audio CD",3,4.2,Power to the Rockers,1990
Sweet Savage,B000059LEL,"Audio CD,MP3 Music,Vinyl",7,3.8,Killing Time,2001
Angel Witch,B00004TTJ2,Audio CD,5,3.9,Resurrection,2002
Venom,B0000005V5,Audio CD,2,4.5,Black Reign,1996
Judas Priest,B000007T2O,Audio CD,4,4,British Steel/ Point of Entry/ Screaming For Vengeance,1998
Ian Gillan,B00004WN1F,Audio CD,4,4,Garth Rockett & Moonshiners,2001
