artist,asin,media,review_count,star_rating,title,year
Emperor,B08DPV71GH,Vinyl,62,4.9,In The Nightside Eclipse Half-Speed Master,2021
King Diamond,B086PRJM4D,"Vinyl,MP3 Music,Audio CD",455,4.8,Them,2022
ROTTING CHRIST,B07F9GMTQH,Audio CD,33,5,Under Our Black Cult,2018
Immortal,B07R7BN63W,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",419,4.8,Northern Chaos Gods,2018
Darkthrone,B07YMFVRXP,"Vinyl,MP3 Music,Audio CD",416,4.8,Old Star Picture,2019
Dimmu Borgir,B087LB146L,"Audio CD,MP3 Music,Vinyl",412,4.8,Enthroned Darkness Triumphant SHM,2020
Cradle Of Filth,B0012ENNCK,"MP3 Music,Audio CD",410,4.8,Midian,
Sepultura,B084DG7GG4,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",384,4.8,Schizophrenia Includes 4 Bonus Tracks,2020
Cradle Of Filth,B00Y9Y07BA,"Audio CD,MP3 Music,Vinyl",372,4.8,Hammer Of Phils,2015
Darkthrone,B0050NDXUG,"Vinyl,MP3 Music,Audio CD",367,4.8,Panzerfaust,2017
King Diamond,B085XF2NTC,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",359,4.8,The Eye,2020
Darkthrone,B093HZJ7P1,"Vinyl,MP3 Music,Audio CD",358,4.8,Under A Funeral Moon - Exclusive Limited Edition Silver Colored Vinyl LP (Includes Art Print),2021
Cradle Of Filth,B00MDWKLUC,"Audio Cassette,MP3 Music,Audio CD,Vinyl",352,4.8,Damnation And A Day,2002
Marduk,B09NQ4N8M6,"Audio CD,MP3 Music,Vinyl",59,4.9,Plague Angel,2022
Cradle Of Filth,B006QFU07G,"Audio CD,MP3 Music,Audio CD",346,4.8,Dusk And Her Embrace (Digibook),1996
Emperor,B09R96N5CK,"Vinyl,Audio CD",346,4.8,In The Nightside Eclipse[White/Blue Swirl LP] [Half-Speed],2022
Satyricon,B091D2T8LS,"Vinyl,Audio CD",119,4.8,The Shadowthrone 2021,2022
Carach Angren,B0BJ2BWLDL,"Vinyl,MP3 Music,Audio CD",117,4.8,Where The Corpses Sink Forever Ltd. in,2023
Belphegor,B07PBD7RFJ,"Vinyl,MP3 Music,Audio CD",117,4.8,Lucifer Incestus [VINYL],2019
Belphegor,B07HVJ2KMH,"Vinyl,MP3 Music,Audio CD",117,4.8,Lucifer Incestus,
Marduk,B09KN8YWXH,"Audio CD,MP3 Music,Vinyl",114,4.8,Rom 5:12,2022
Behemoth,B00000K494,"Audio CD,MP3 Music,Vinyl",113,4.8,Satanica,
Inquisition,B07D2Y536N,"Vinyl,MP3 Music,Audio CD",43,4.9,Into The Infernal Regions Of The Ancient Cult Ltd. Ed. gold & red marble .,2018
King Diamond,B085XF3LZY,"Audio CD,MP3 Music,Vinyl",112,4.8,In Concert 1987: Abigail,2020
Unanimated,B085KR41BF,"Audio CD,MP3 Music,Vinyl",112,4.8,Ancient God Of Evil,2020
Rotting Christ,B07MQXZHJ1,"Audio CD,MP3 Music,Vinyl",108,4.8,Thy Mighty Contract,2019
Empyrium,B08PJKDPBT,"Audio CD,MP3 Music,Vinyl",108,4.8,Uber den Sternen,2021
Ulver,B0B5F74N7F,"Audio CD,Vinyl",42,4.9,Themes From William Blake's 'The Marriage Of Heaven & Hell',2022
Agalloch,B07Y98NLJ7,"Audio CD,MP3 Music,Vinyl",42,4.9,White Ep,2019
Sunn O))),B07VBH68T3,"Vinyl,MP3 Music,Audio CD",106,4.8,Pyroclasts,2019
Rotting Christ,B00PCO5W6G,"Audio CD,MP3 Music,Audio CD,Vinyl",104,4.8,AEALO,
Sepultura,B081KQ4LZ5,"Vinyl,Audio CD",103,4.8,Quadra,2020
Deafheaven,B07C5M3FZH,"Vinyl,MP3 Music,Audio CD",244,4.8,Ordinary Corrupt Human Love,2018
Rotting Christ,B093N5VMWX,"Vinyl,MP3 Music,Audio CD",244,4.8,Rituals Ltd. sun track,2021
Cryptopsy,B0178S84BI,"Vinyl,MP3 Music,Audio CD",239,4.8,None So Vile,2022
Children of Bodom,B00F8QC1T4,"MP3 Music,Audio CD",237,4.8,Hatebreeder (Picture Disc),1999
Mercyful Fate,B07J3KHVRH,"Vinyl,MP3 Music,Audio CD",229,4.8,Time,2018
SODOM,B08KFWL45P,Vinyl,54,4.9,Genesis XIX Clear with Smokey,2020
Ulver,B089M441J4,"Audio CD,MP3 Music,Vinyl",224,4.8,Flowers Of Evil,2020
Alcest,B07WWB4WD9,"Audio CD,MP3 Music,Vinyl",222,4.8,Spiritual Instinct,2019
Alcest,B07WP73MKC,"Vinyl,MP3 Music,Audio CD",222,4.8,Spiritual Instinct,2019
Alcest,B08L41N5NL,"Vinyl,MP3 Music,Audio CD",219,4.8,Ecailles de lune - Anniversary Edition Creamy,2020
Dark Funeral,B09QXS93SD,"Audio CD,MP3 Music,Vinyl",220,4.8,Where Shadows Forever Reign,2022
Bathory,B09MF479Y4,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",214,4.8,Bathory,2022
Sodom,B09F1FVF7Z,"Vinyl,MP3 Music,Audio CD",213,4.8,M-16 Deluxe,2021
Manegarm,B09S63GX5X,"Audio CD,MP3 Music,Vinyl",53,4.9,Ynglingaattens Ode,2022
Immortal,B07HPY6793,"Vinyl,MP3 Music,Audio CD",213,4.8,At the Heart of Winter Ltd. Ed. splatter,2018
Bathory,B09MDVSW5W,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",206,4.8,Under The Sign Of The Black Mark,2022
Mercyful Fate,B086PH1YH6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",206,4.8,The Beginning,2020
Mayhem,B083K42N98,"Audio CD,Vinyl",207,4.8,Out From The Dark,2020
Sodom,B0892DJTY4,"Audio CD,MP3 Music,Vinyl",205,4.8,Agent Orange SHM Material,2020
Burzum,B004RZKTC8,"MP3 Music,Audio CD",190,4.8,Det Som Engang Var (2005),
Alcest,B07WY4NGYL,"Vinyl,Audio CD",186,4.8,Spiritual Instinct,2019
King Diamond,B086MJKZBZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",185,4.8,Fatal Portrait,2022
Toxic Holocaust,B07VPQV9J6,"Audio CD,MP3 Music,Vinyl",183,4.8,Primal Future:2019,2019
Rotting Christ,B091GK5Z4K,"Vinyl,Audio CD",181,4.8,Kata Ton Daimona Eaytoy Ltd oxblood Red,2021
Belphegor,B08GYTR1G7,"Audio CD,MP3 Music,Vinyl",181,4.8,Necrodaemon Terrorsathan,2020
Sodom,B07ZW8Z3SF,"Audio CD,MP3 Music,Vinyl",181,4.8,Out Of The Frontline Trench,2020
Katatonia,B09HHH6HND,"Audio CD,MP3 Music,Vinyl",178,4.8,Brave Murder Day,2021
Satyricon,B091CFG5D7,"Vinyl,MP3 Music,Audio CD",172,4.8,Dark Medieval Times 2021,2022
Emperor,B07NHHSC7M,"Vinyl,MP3 Music,Audio CD",166,4.8,In The Nightside Eclipse Picture,2019
Mercyful Fate,B085RTHS58,"Audio CD,Vinyl",164,4.8,Nuns Have No Fun,2020
Mercyful Fate,B07J34Y56C,"Vinyl,MP3 Music,Audio CD",163,4.8,Dead Again Pisture,2019
Emperor,B08DPT8V9T,Vinyl,49,4.9,IX Equilibrium Half-Speed Master,2021
Borknagar,B09GKWJ2Z5,"Audio CD,MP3 Music",49,4.9,Borknagar 25th Anniversary 2021,2021
Inquisition,B01HRDH2MG,"Audio Cassette,Audio CD,Vinyl",49,4.9,Bloodshed Across The Empyrean Altar Beyond The Celestial Zenith,2016
Mercyful Fate,B07JVF7RF6,"Vinyl,MP3 Music,Audio CD",161,4.8,Into The Unknown Picture,2019
Celtic Frost,B07NRFKWT8,"Audio CD,Vinyl",159,4.8,To Mega Therion,2019
Emperor,B0058PZOHG,Audio CD,151,4.8,IX Equilibrium (Original Vinyl Edition),1999
Marduk,B08M2FZ8B8,"Audio CD,MP3 Music,Vinyl",149,4.8,Panzerdivision Marduk,2023
Finntroll,B089TV17F6,"Audio CD,MP3 Music,Vinyl",148,4.8,Vredesvävd,2020
Behemoth,B07G1YVGDT,"Vinyl,MP3 Music,Audio CD",806,4.8,I Loved You At Your Darkest,2018
Enslaved,B09QQNZ4MF,"Vinyl,MP3 Music,Audio CD",47,4.9,Vikingligr Veldi,2022
Cradle Of Filth,B0BT898KDD,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",802,4.8,Existence Is Futile - Purple,2023
Sepultura,B000000H7S,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",776,4.8,Arise,1991
Sepultura,B0915CCNZM,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",723,4.8,Chaos A.D. (CD),
Wolves in the Throne Room,B096TQ6Y6B,"Audio CD,MP3 Music,Vinyl",142,4.8,Primordial Arcana,2021
Solstafir,B07R6YL846,"Vinyl,MP3 Music,Audio CD",138,4.8,Svartir Sandar Ltd. Crystal Clear,2019
Burzum,B003CNUL1K,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",136,4.8,Belus,2011
Solstafir,B06XGJD65V,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",136,4.8,Berdreyminn Ltd. Ed.,2017
Mercyful Fate,B0862VQTF5,"Audio CD,MP3 Music,Vinyl",678,4.8,Don't Break The Oath,2020
King Diamond,B07FT6DR4B,"Vinyl,Audio CD",619,4.8,Songs For The Dead Live,2019
Cradle Of Filth,B07WPX4G2M,"Audio CD,Vinyl",541,4.8,Cruelty and the Beast - Re-Mistressed,2019
Darkthrone,B00O4JCOVG,"Audio CD,MP3 Music,Vinyl",541,4.8,Transilvian Hunger Set,2017
Mayhem,B00CC44RMO,"MP3 Music,Audio CD",523,4.8,De Mysteriis Dom Sathanas (Transparent Purple with White & Black Speckles Vinyl),2013
Darkthrone,B006PN8S7S,"MP3 Music,Audio CD",522,4.8,A Blaze In The Northern Sky,1992
Watain,B00PRL17GS,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",133,4.8,Lawless Darkness,2015
Immortal,B00004WR96,"Vinyl,MP3 Music,Audio CD",124,4.8,Battles In The North,
Katatonia,B082BYRPNJ,"Vinyl,Audio CD",120,4.8,Dance Of December Souls,2020
Emperor,B0058FF2WI,"MP3 Music,Audio CD",120,4.8,In The Nightside Eclipse,2008
Burzum,B098VN7VTJ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",515,4.8,Filosofem,2022
Sepultura,B0846HXWFK,"Audio CD,MP3 Music",501,4.8,Quadra,2020
Mayhem,B07X6CB959,"Vinyl,MP3 Music,Audio CD",499,4.8,Daemon,2019
Venom,B0B7QGSBK3,"DVD,MP3 Music,Audio CD,Vinyl",480,4.8,In Nomine Satanas,
Venom,B07Q5CQFLL,"Vinyl,MP3 Music,Audio CD",480,4.8,In Nomine Satanas,2019
Celtic Frost,B0BMP99XV1,"Vinyl,MP3 Music,Audio CD",471,4.8,Morbid Tales,2023
Sepultura,B084DGFLB8,"Vinyl,MP3 Music,Audio CD",1169,4.9,Beneath the Remains,2020
Mercyful Fate,B085RP5SGK,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",513,4.9,Melissa,2020
Sepultura,B079JCM1MV,"Vinyl,MP3 Music,Audio CD",407,4.9,Arise Expanded Edition,2018
King Diamond,B0857CGSNM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",379,4.9,Conspiracy,2020
Inquisition,B08KMFYQMV,"Audio CD,MP3 Music,Vinyl",134,4.9,Black Mass for a Mass Grave,2020
King Diamond,B08FS37YN6,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",123,4.9,The Dark Sides,2020
Katatonia,B07C9D91G3,"Audio CD,MP3 Music,Audio CD,Vinyl",113,4.9,Sanctitude,2018
Immortal,B07HPY5SYH,"Vinyl,MP3 Music,Audio CD",103,4.9,Damned In Black Ltd. Ed. splatter,2018
Moonspell,B07D5ND78D,Audio CD,98,4.9,Lisboa Under The Spell,2018
Primordial,B0794QWCGD,"Vinyl,MP3 Music,Audio CD",91,4.9,Exile Amongst The Ruins,2018
Behemoth,B099C3FS6R,"Audio CD,MP3 Music,Vinyl",79,4.9,Sventevith Storming Near the Baltic,2021
Inquisition,B00TRPM5JI,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",78,4.9,Obscure Verses for T,2013
Carach Angren,B08CM8NKWG,"Vinyl,MP3 Music,Audio CD",77,4.9,Lammendam Ltd. on Swamp in,2020
Behemoth,B00UZDQFNS,"Audio CD,MP3 Music,Audio CD,Vinyl",959,4.8,The Satanist,
King Diamond,B0851LLVHK,"Vinyl,Audio CD,Audio, Cassette",811,4.8,Abigail,2020
Behemoth,B07GB7Y6L7,"Audio CD,MP3 Music,Vinyl",806,4.8,I Loved You At Your Darkest,2018
Hellhammer,B084DHDNY9,"Audio CD,MP3 Music,Vinyl",327,4.8,Apocalyptic Raids,2020
Dimmu Borgir,B09FS68C21,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",312,4.8,Death Cult Armageddon (2021 PIC in,2021
Necrophobic,B08D4SMCP5,"Audio CD,MP3 Music,Vinyl",309,4.8,Dawn of the Damned,2020
Katatonia,B08HJ5DDLJ,"Audio CD,MP3 Music,Vinyl",307,4.8,Dead Air,2020
Katatonia,B01DLSXTJ6,"Audio CD,MP3 Music,Vinyl",308,4.8,Fall Of Hearts W/Booklet,2016
Mayhem,B0BN8ZBY2L,"Vinyl,MP3 Music,Audio CD",303,4.8,Live In Leipzig,2023
King Diamond,B0851M9H87,"Audio CD,Vinyl",286,4.8,Fatal Portrait,2020
Burzum,B005AYUQA0,"MP3 Music,Audio CD",274,4.8,Burzum / Aske (Original Vinyl Edition),1995
Windir,B08Z342X1P,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",56,4.9,Likferd Ltd Ed,2021
Der Weg Einer Freiheit,B0725S44DC,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",56,4.9,Finisterre,2017
Behemoth,B0915N27VF,"Vinyl,MP3 Music,Audio CD",256,4.8,Evangelion,2021
Over Kill,B07B5Y6PVW,"Audio CD,MP3 Music,Vinyl",251,4.8,Live In Overhausen,2018
Rotting Christ,B08YDNLSPG,"Audio CD,MP3 Music,Vinyl",250,4.8,The Heretics,2021
Burzum,B098VMYBNM,"Vinyl,MP3 Music,Audio CD",249,4.8,Hvis Lyset Tar Oss,2022
Eisregen,B0876Z2QKR,"Audio CD,MP3 Music,Vinyl",247,4.8,Leblos,2020
Immortal,B08NZTWY3L,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",247,4.8,Sons of Northern Darkness Clear w/ Blue Swirl,2021
Skeletonwitch,B09KNRPN53,"Vinyl,MP3 Music,Audio CD",100,4.8,Beyond the Permafrost,2022
Venom,B085RV51K3,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",100,4.8,Prime Evil,2021
Immortal,B07DKYZB9R,"Audio CD,Vinyl,Audio, Cassette",99,4.8,Sons of Northern Darkness (CD + DVD),2018
Darkthrone,B0048H9ASY,"Audio CD,MP3 Music,Vinyl",99,4.8,Circle the Wagons - Darkthrone (2010),2010
Satyricon,B006TK64SM,"MP3 Music,Audio CD",98,4.8,"Now, Diabolical",2008
Ulver,B07S7FYQC2,"Vinyl,Audio CD",40,4.9,Nattens Madrigal - Aatte Hymne Til Ulven I Manden 2019,2019
Impending Doom,B07C5HNBVJ,"Vinyl,MP3 Music,Audio CD",94,4.8,The Sin And Doom Vol. II,2018
Windir,B08Z2JWPSC,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",93,4.8,1184 Ltd Ed,2021
HARAKIRI FOR THE SKY,B0775CWZV7,"Audio CD,MP3 Music,Vinyl",93,4.8,Arson,2018
Darkthrone,B07QZ9ZM62,"Audio CD,MP3 Music,Vinyl",91,4.8,Ravishing Grimness,2019
Xasthur,B08F6RYDBZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",39,4.9,To Violate The Oblivious,2021
Sargeist,B086PRKTNM,Audio CD,39,4.9,Black Devotion Will Let The Devil In,2020
Desaster,B07XR5GMP5,"Vinyl,MP3 Music,Audio CD",39,4.9,The Oath Of An Iron Ritual Ltd.,2019
Sodom,B006RKT2SS,"Vinyl,MP3 Music,Audio CD",39,4.9,Mortal Way Of Live,1988
Skeletonwitch,B07N3S5WPH,"Vinyl,MP3 Music,Audio CD",87,4.8,Serpents Unleashed,2019
Gorgoroth,B07CXYMXXX,"Audio CD,MP3 Music,Vinyl",86,4.8,Pentagram,2018
King Diamond,B07D5185LT,Vinyl,86,4.8,Conspiracy,2018
Sodom,B07NRHGJJL,"Audio CD,Vinyl",85,4.8,Til Death Do Us Unite,2019
Moonspell,B088N94BRJ,"Vinyl,Audio CD",83,4.8,The Butterfly Effect Green Yellow,2022
Isengard,B07BQRRFYY,"Audio CD,MP3 Music,Vinyl",83,4.8,Hostmorke,2018
Ulver,B07RVHF9QC,Audio CD,82,4.8,Trolsk Sortmetall 1993-1997 2019 Ltd.,2019
Dark Funeral,B082PP9Y36,"Audio CD,MP3 Music,Vinyl",81,4.8,Diabolis Interium,2020
Samael,B004TB1SW0,"Audio CD,MP3 Music,Audio CD,Vinyl",37,4.9,Blood Ritual,1992
Deafheaven,B08LPH9192,"Vinyl,MP3 Music,Audio CD",80,4.8,10 Years Gone,2020
Moonspell,B07YMFVRXT,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",79,4.8,Sin/Pecado x 2econd Skin EP 97/98,2022
Sodom,B0B8BDDWBP,"Audio CD,MP3 Music,Vinyl",77,4.8,40 Years At War - The Greatest Hell Of Sodom,2022
Abigail Williams,B07Y1W1F45,"Audio CD,MP3 Music,Vinyl",76,4.8,Walk Beyond The Dark,2019
Behemoth,B07NRHKCSL,"Audio CD,MP3 Music,Vinyl",76,4.8,Messe Noire,2018
Finntroll,B09ZD2TQKS,"Vinyl,MP3 Music,Audio CD",75,4.8,Nifelvind,2022
Sigh,B07G1THVNZ,"Audio CD,MP3 Music,Vinyl",72,4.8,Heir To Despair,2018
Isengard,B082BY42K6,"Audio CD,MP3 Music,Vinyl",72,4.8,Vinterskugge,2020
Borknagar,B09DJ94WZ7,"Vinyl,MP3 Music,Audio CD",35,4.9,Borknagar 25th Anniversary 2021,2021
Mayhem,B07S28YBJD,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",71,4.8,Wolf's Lair Abyss,2019
Hate,B07Q6HPGKH,"Audio CD,MP3 Music,Vinyl",71,4.8,Auric Gates of Veles,2019
Impaled Nazarene,B00004WR8S,"Vinyl,MP3 Music,Audio CD",23,5,Nihil,2000
Destruction,B08HTP4TGK,"Audio CD,Vinyl",69,4.8,Born To Thrash Live In Germany,2020
Hate,B09CRTYTVG,"Audio CD,MP3 Music,Vinyl",69,4.8,Rugia,2021
Marduk,B09KN8T9VX,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",69,4.8,World Funeral,2022
Carach Angren,B08F6TVRGW,"Vinyl,MP3 Music,Audio CD",69,4.8,Death Came Through A Phantom Ship Ltd. on Gold in,2020
HARAKIRI FOR THE SKY,B01M0IJ5KV,"Audio CD,MP3 Music,Vinyl",34,4.9,Harakiri For The Sky,2016
Skeletonwitch,B07BCCFSHL,"Vinyl,MP3 Music,Audio CD",68,4.8,Forever Abomination,2018
Paysage D'Hiver,B087L6Q1FV,"Audio CD,MP3 Music,Vinyl",67,4.8,Im Wald,2020
U.D.O.,B09PMHXX93,Vinyl,67,4.8,Mean Machine,2022
Unanimated,B09247RZG6,"Vinyl,MP3 Music,Audio CD",65,4.8,In The Forest Of The Dreaming Dead 2021,2021
Immortal,B006Q2TSXG,"MP3 Music,Audio CD",65,4.8,Blizzard Beasts,2005
Adam Nergal Darski,B07D57L917,Audio CD,64,4.8,Messe Noire: Live Satanist Deluxe Digibook Edition, | 
Behemoth,B07G2PK4KB,Audio CD,64,4.8,I Loved You At Your Darkest in O-Card,2018
Destruction,B07GJ74BJT,"Vinyl,MP3 Music,Audio CD",63,4.8,Eternal Devastation,2018
HARAKIRI FOR THE SKY,B01N7VO76I,"Vinyl,MP3 Music,Audio CD",62,4.8,Aokigahara,2017
Marduk,B09PRTBQ9J,"Audio CD,MP3 Music,Vinyl",62,4.8,Dark Endless Ltd O-Card,2022
Sodom,B08KFS49NX,"Audio CD,MP3 Music,Vinyl",701,4.7,Genesis XIX,2020
Katatonia,B084CMSYP6,"Audio CD,MP3 Music,Vinyl",695,4.7,City Burials,2020
Sodom,B08J9338BR,"Vinyl,MP3 Music,Audio CD",701,4.7,Genesis Xix (Boxset/Lp/Cd/Poster/Mask/Slipmat/Etc),2020
Sepultura,B006M9J14O,"MP3 Music,Audio CD",677,4.7,Roots,1993
God Dethroned,B07YRTDX8H,"Vinyl,MP3 Music,Audio CD",32,4.9,"Passiondale (12"" Black LP)",
Venom,B0B7QGHBWT,"Vinyl,MP3 Music,Audio CD",553,4.7,Black Metal,2022
Ulver,B07SDYRZ8W,"Vinyl,MP3 Music,Audio CD",60,4.8,Kveldssanger 2019,2019
1349,B07W5CHHSF,"Vinyl,MP3 Music,Audio CD",60,4.8,Beyond The Apocalypse Clear,2019
Enslaved,B0863VQ2HG,"Audio CD,MP3 Music,Vinyl",504,4.7,Utgard,2020
Darkthrone,B093MTX8M5,"Audio CD,Vinyl",442,4.7,Eternal Hails,2021
Venom,B09BF7W88P,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",413,4.7,Welcome To Hell (Gold & Black,2021
Sunn O))),B09X1VQ522,"Vinyl,Audio CD",31,4.9,Life Metal,2022
Mayhem,B0B4K9Y3NB,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",390,4.7,Deathcrush,2022
Borknagar,B085RSFG4C,"Audio CD,MP3 Music,Vinyl",385,4.7,True North,2020
Dimmu Borgir,B0BJ7FQM6V,"Audio CD,MP3 Music,Vinyl",383,4.7,Puritanical Euphoric Misanthropia,2022
Sigh,B0B46NL2QM,"Vinyl,MP3 Music,Audio CD",57,4.8,Shiki,2022
Celtic Frost,B001QJH0PM,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",336,4.7,To Mega Therion,1985
Cradle Of Filth,B006QG4512,"MP3 Music,Audio CD",325,4.7,Cruelty And The Beast (Original Edition),1988
Sepultura,B01BG8MJM6,"Audio CD,MP3 Music",311,4.7,Morbid Visions / Bestial Devastation,2014
Goatwhore,B0B84W3M1M,"Audio CD,MP3 Music,Vinyl",55,4.8,Angels Hung from the Arches of Heaven,2022
Sepultura,B081KQHBH9,"Audio CD,Vinyl",296,4.7,Quadra,2020
Arcturus,B09PZ7WSBN,"Audio CD,MP3 Music,Vinyl",30,4.9,Aspera Hiems Symfonia,2022
Emperor,B089M1HWNC,"Vinyl,Audio CD",30,4.9,Wrath Of The Tyrant Clear With Red & Black Splatter,2020
Destruction,B089CR1FVZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",30,4.9,Mad Butcher,2020
Immortal,B07HQ1CPP9,"Vinyl,Audio CD",30,4.9,Pure Holocaust Ltd. Ed. splatter,2018
Tsjuder,B013HD8DY6,"Audio Cassette,MP3 Music,Audio CD,Vinyl",30,4.9,Antiliv,2015
Toxic Holocaust,B004NQOH3I,"MP3 Music,Audio CD",30,4.9,Evil Never Dies,
Dissection,B0B5P7M8NW,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",283,4.7,Somberlain - Red,2022
Celtic Frost,B000XHBP9A,"Vinyl,MP3 Music,Audio CD",282,4.7,Monotheist,2006
Dark Funeral,B09PZ5PCT2,"Audio CD,MP3 Music,Vinyl",279,4.7,We Are The Apocalypse,2022
Arcturus,B0BSJHSL28,"Vinyl,MP3 Music,Audio CD",54,4.8,The Sham Mirrors,2023
Agalloch,B079TMJDDZ,"Vinyl,MP3 Music,Audio CD",54,4.8,Pale Folklore 2x LP (White Vinyl),
Incantation,B00BO074CM,"MP3 Music,Audio CD",54,4.8,Diabolical Conquest,
Katatonia,B0BBN163C7,"Vinyl,MP3 Music,Audio CD",279,4.7,Dead End Kings,2022
Carach Angren,B085RRGL6L,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",258,4.7,Frankensteina Strataemontanus,2020
Enslaved,B0884GWD5P,"Vinyl,MP3 Music,Audio CD",53,4.8,Eld Ltd. Brown & Clear Marble,2020
Old Man's Child,B07W3RQCQ6,"Vinyl,MP3 Music,Audio CD",53,4.8,Vermin,2019
Dimmu Borgir,B000O77Q3S,"Audio CD,MP3 Music,Vinyl",251,4.7,In Sorte Diaboli,2011
Solstafir,B08FB7N423,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",248,4.7,Endless Twilight of Codependent Love,2020
Incantation,B08BV6P62B,"Audio CD,MP3 Music,Vinyl",246,4.7,Sect of Vile Divinities,2020
Watain,B09RTCSP7R,"Audio CD,MP3 Music,Vinyl",248,4.7,The Agony & Ecstasy Of Watain,2022
Mercyful Fate,B07HGQ4J4X,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",246,4.7,In The Shadows,2018
Mayhem,B0BKMPK314,"Vinyl,MP3 Music,Audio CD",52,4.8,Mediolanum Capta Est - 140gm,2023
Incantation,B07NR8BQRW,"Vinyl,MP3 Music,Audio CD",52,4.8,Upon the Throne of Apocalypse,2019
Incantation,B08ZV47Q5Y,"Vinyl,MP3 Music,Audio CD",52,4.8,The Infernal Storm,2021
Emperor,B09R912345,"Vinyl,Audio CD",230,4.7,Anthems To The Welkin At Dusk[Black/White/Green Swirl LP] [Half-Speed],2022
Celtic Frost,B07NRH6NTN,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",226,4.7,Into the Pandemonium,2019
Dimmu Borgir,B087L4R4BL,"Audio CD,MP3 Music,Vinyl",222,4.7,Spiritual Black Dimensions SHM,2020
Tiamat,B096CSDF3L,"Audio CD,Audio CD",29,4.9,Prey,2021
Darkthrone,B0BN8WLKQ7,"Audio CD,Audio CD",51,4.8,Goatlord - Original,2023
Darkthrone,B006PMWRSK,"MP3 Music,Audio CD",211,4.7,Soulside Journey (Original Edition),1991
Venom,B0727NTJF8,"Vinyl,MP3 Music,Audio CD",209,4.7,At War With Satan,2017
Cradle Of Filth,B0B324SYHY,"Vinyl,MP3 Music,Audio CD",209,4.7,Bitter Suites To Succubi,2022
Sodom,B01I4Q0UBU,"Audio CD,MP3 Music,Vinyl",209,4.7,Decision Day: Live At Montreux Limited/Bonus Track/Bonus,2016
Mercyful Fate,B07J35QDNR,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",208,4.7,9 Picture,2019
Alcest,B07GVXHJST,"Vinyl,MP3 Music,Audio CD",205,4.7,Les Voyages De L'bme,2018
Solstafir,B0BL86G1VH,"Vinyl,MP3 Music,Audio CD",201,4.7,"Otta Ltd. Ed. Clear, White & Transparent Blue marbled in",2023
Witchery,B083XX51XW,"Audio CD,MP3 Music,Vinyl",50,4.8,"Dead, Hot And Ready 2020 Ltd.",2020
Falkenbach,B08KGPLRYB,"Audio CD,Vinyl",20,5,The Nine Worlds Of Falkenbach Manifestations 1995-2013,2020
Crowbar,B07VNWGNK7,"Vinyl,MP3 Music,Audio CD",200,4.7,Zero And Below,2022
Immortal,B07D54L16F,"Audio, Cassette,MP3 Music,Audio CD,Vinyl",199,4.7,All Shall Fall Black,2018
King Diamond,B07DV95WSZ,"Vinyl,MP3 Music,Audio CD,Audio, Cassette",197,4.7,House of God,2018
Darkthrone,B001B0WL6E,"Audio CD,MP3 Music,Audio CD,Vinyl",193,4.7,WALPURGISNACHT/HIS MAJESTY AT THE SWAMP/THE LAMENT OF GODS,2004
Cradle Of Filth,B07G2CJM7K,"Vinyl,Audio CD",190,4.7,Darkly Darkly Venus Aversa,2018
Tiamat,B004JNE1H2,"Audio CD,MP3 Music,Vinyl,Audio, Cassette",188,4.7,Wildhoney Bonus,2015
